scenario,arm,repeat,restore_ms,complete_step_ms,teardown_ms,pinned_allocations,pinned_reuses,pinned_retained_peak_bytes,deserialize_ms,scene_create_ms,insert_ms,destruction_import_ms,pre_tick_validation_ms,post_tick_validation_ms,command_ms,simulate_fetch_ms,completion_ms,stress_iterations,broken_bonds,correction_passes,stress_passes,output_clusters,stress_islands,stress_active_nodes,stress_active_bonds,normal_contacts,friction_anchors,repeatability_passed,motion_comparison_measured,position_error_m,linear_error_m_s,angular_error_rad_s
destruction-intact,A0,9,5.275066,2.95082,3.479347,22,99,239206412,0.017422,0.559171,0.033035,4.664773,0.458346,0.154233,9.6e-05,2.830464,0.12026,1,0,0,1,1,1,1,1,0,0,True,True,0,0,0
destruction-intact,A0,10,5.181358,2.879954,3.651428,22,110,239206412,0.01865,0.516743,0.021976,4.623441,0.460341,0.165085,9.1e-05,2.756953,0.12291,1,0,0,1,1,1,1,1,0,0,True,True,0,0,0
destruction-intact,A0,11,5.245535,3.714042,3.440432,22,121,239206412,0.013609,0.593277,0.023462,4.61465,0.472266,0.164678,0.000106,3.576837,0.137099,1,0,0,1,1,1,1,1,0,0,True,True,0,0,0
destruction-intact,A0,12,5.217855,3.002199,3.454341,22,132,239206412,0.017518,0.567614,0.021849,4.610332,0.571119,0.168218,0.000103,2.879987,0.122109,1,0,0,1,1,1,1,1,0,0,True,True,0,0,0
destruction-intact,A0,13,5.261215,2.365634,3.402794,22,143,239206412,0.013107,0.542755,0.022886,4.681945,0.438727,0.17304,8.5e-05,2.24402,0.121529,1,0,0,1,1,1,1,1,0,0,True,True,0,0,0
destruction-intact,A0,14,6.24688,2.764978,3.804157,22,154,239206412,0.019742,0.538588,0.0236,5.664493,0.458078,0.191947,8.1e-05,2.677192,0.087705,1,0,0,1,1,1,1,1,0,0,True,True,0,0,0
destruction-intact,A0,15,5.202961,3.004962,3.674077,22,165,239206412,0.017201,0.536,0.022972,4.626284,0.452788,0.177369,6e-05,2.867282,0.13762,1,0,0,1,1,1,1,1,0,0,True,True,0,0,0
destruction-intact,A0,16,5.071478,3.162135,3.447107,22,176,239206412,0.019649,0.560614,0.023593,4.467156,0.439173,0.16709,9.6e-05,3.040326,0.121713,1,0,0,1,1,1,1,1,0,0,True,True,0,0,0
destruction-intact,A0,17,5.171615,3.147399,3.477753,22,187,239206412,0.019884,0.541133,0.023307,4.586688,0.452059,0.162013,9.3e-05,3.013464,0.133842,1,0,0,1,1,1,1,1,0,0,True,True,0,0,0
destruction-intact,A0,18,6.020333,3.932631,4.501899,22,198,239206412,0.01825,0.554913,0.023706,5.422905,0.51408,0.169962,9.5e-05,3.796942,0.135594,1,0,0,1,1,1,1,1,0,0,True,True,0,0,0
destruction-intact,A0,19,7.186273,4.215403,3.494582,22,209,239206412,0.018453,1.094643,0.025818,6.046687,0.499748,0.16522,8.8e-05,4.095138,0.120177,1,0,0,1,1,1,1,1,0,0,True,True,0,0,0
destruction-intact,A1,0,202.159811,6.086308,4.001539,22,0,239206412,0.016535,124.061824,0.087109,77.993149,0.796301,1.285594,0.000108,5.899721,0.186479,1,0,0,1,1,1,1,1,0,0,True,True,0,0,0
destruction-intact,A1,1,6.119642,2.570231,6.035659,22,11,239206412,0.018606,0.607218,0.028937,5.464187,0.703019,0.234002,0.000117,2.37712,0.192994,1,0,0,1,1,1,1,1,0,0,True,True,0,0,0
destruction-intact,A1,2,5.849229,2.863721,3.744303,22,22,239206412,0.017485,0.639976,0.025317,5.165824,0.651998,0.251687,0.000108,2.690127,0.173486,1,0,0,1,1,1,1,1,0,0,True,True,0,0,0
destruction-intact,A1,3,5.788362,2.927236,3.736112,22,33,239206412,0.013928,0.521672,0.023889,5.228299,0.645285,0.199302,0.000101,2.807853,0.119282,1,0,0,1,1,1,1,1,0,0,True,True,0,0,0
destruction-intact,A1,4,5.778995,2.521553,3.801869,22,44,239206412,0.017567,0.572153,0.024375,5.164312,0.600006,0.235188,0.000135,2.381839,0.139579,1,0,0,1,1,1,1,1,0,0,True,True,0,0,0
destruction-intact,A1,5,5.960044,2.342097,3.736643,22,55,239206412,0.019672,0.55232,0.024598,5.362847,0.636644,0.238951,8.9e-05,2.12892,0.213088,1,0,0,1,1,1,1,1,0,0,True,True,0,0,0
destruction-intact,A1,6,5.761055,2.363992,3.714764,22,66,239206412,0.019882,0.540046,0.024425,5.176119,0.653355,0.261182,8.7e-05,2.134655,0.22925,1,0,0,1,1,1,1,1,0,0,True,True,0,0,0
destruction-intact,A1,7,5.969118,2.759518,3.742333,22,77,239206412,0.019488,0.57404,0.024158,5.350853,0.635985,0.202345,0.000128,2.640452,0.118938,1,0,0,1,1,1,1,1,0,0,True,True,0,0,0
destruction-intact,A1,8,5.667128,2.402098,3.400582,22,88,239206412,0.019961,0.554723,0.025274,5.06662,0.647707,0.205786,9.3e-05,2.228436,0.173569,1,0,0,1,1,1,1,1,0,0,True,True,0,0,0
destruction-intact,A1,9,5.612307,2.404839,3.471616,22,99,239206412,0.017444,0.601475,0.022295,4.970515,0.623745,0.200067,0.000103,2.183882,0.220854,1,0,0,1,1,1,1,1,0,0,True,True,0,0,0
destruction-intact,A1,10,5.40113,2.578662,3.340725,22,110,239206412,0.018277,0.578007,0.022399,4.781948,0.583494,0.197565,8.2e-05,2.400995,0.177585,1,0,0,1,1,1,1,1,0,0,True,True,0,0,0
destruction-intact,A1,11,5.433002,2.400917,3.385683,22,121,239206412,0.019539,0.579864,0.022026,4.811096,0.583049,0.198029,8.1e-05,2.228346,0.17249,1,0,0,1,1,1,1,1,0,0,True,True,0,0,0
destruction-intact,A1,12,5.435515,2.543084,3.351256,22,132,239206412,0.018296,0.575301,0.02259,4.818849,0.592961,0.254262,0.000104,2.35993,0.18305,1,0,0,1,1,1,1,1,0,0,True,True,0,0,0
destruction-intact,A1,13,5.99279,2.835243,4.723581,22,143,239206412,0.016369,0.621486,0.023345,5.3311,0.583944,0.245682,8.1e-05,2.659329,0.175833,1,0,0,1,1,1,1,1,0,0,True,True,0,0,0
destruction-intact,A1,14,7.693582,2.184574,3.334217,22,154,239206412,0.019783,2.543456,0.022593,5.107244,0.549672,0.19698,0.000105,1.993274,0.191195,1,0,0,1,1,1,1,1,0,0,True,True,0,0,0
destruction-intact,A1,15,5.350427,2.048229,3.369214,22,165,239206412,0.017881,0.605299,0.021623,4.705151,0.575935,0.281463,0.000105,1.879652,0.168472,1,0,0,1,1,1,1,1,0,0,True,True,0,0,0
destruction-intact,A1,16,5.462024,2.710144,3.425561,22,176,239206412,0.017721,0.619633,0.022427,4.801727,0.582088,0.19425,0.000102,2.536339,0.173703,1,0,0,1,1,1,1,1,0,0,True,True,0,0,0
destruction-intact,A1,17,5.492514,2.368729,3.37013,22,187,239206412,0.034947,0.596546,0.023063,4.837422,0.539217,0.19975,0.000115,2.170604,0.19801,1,0,0,1,1,1,1,1,0,0,True,True,0,0,0
destruction-intact,A1,18,5.995082,2.58444,3.534908,22,198,239206412,0.039781,0.639695,0.023238,5.29188,0.697676,0.206027,0.000102,2.333297,0.251041,1,0,0,1,1,1,1,1,0,0,True,True,0,0,0
destruction-intact,A1,19,5.746056,2.751324,3.68317,22,209,239206412,0.019998,0.617559,0.026749,5.08114,0.654064,0.264222,9.3e-05,2.538801,0.21243,1,0,0,1,1,1,1,1,0,0,True,True,0,0,0
destruction-onset,A0,0,227.54509,7.451875,3.850896,22,0,239206412,0.013928,148.989594,0.106578,78.434072,0.699813,1.286793,0.000122,7.349357,0.102396,1,0,0,1,1,1,1,1,0,0,True,True,0,0,0
destruction-onset,A0,1,5.776824,3.69713,3.775492,22,11,239206412,0.016749,0.612929,0.047641,5.098719,0.597106,0.194035,8.6e-05,3.597625,0.099419,1,0,0,1,1,1,1,1,0,0,True,True,0,0,0
destruction-onset,A0,2,5.849695,3.714876,3.766524,22,22,239206412,0.014497,0.606454,0.043165,5.184851,0.630276,0.224833,9.1e-05,3.615255,0.09953,1,0,0,1,1,1,1,1,0,0,True,True,0,0,0
destruction-onset,A0,3,5.762336,3.671077,3.744798,22,33,239206412,0.015485,0.541281,0.031066,5.173855,0.676437,0.214999,9.6e-05,3.517256,0.153725,1,0,0,1,1,1,1,1,0,0,True,True,0,0,0
destruction-onset,A0,4,5.763629,3.708628,3.831598,22,44,239206412,0.015268,0.59171,0.031183,5.124828,0.625282,0.203782,9.1e-05,3.493572,0.214965,1,0,0,1,1,1,1,1,0,0,True,True,0,0,0
destruction-onset,A0,5,5.826068,3.775517,3.776797,22,55,239206412,0.019851,0.597894,0.031255,5.17641,0.633617,0.202268,0.000108,3.611473,0.163936,1,0,0,1,1,1,1,1,0,0,True,True,0,0,0
destruction-onset,A0,6,5.82379,4.029543,3.858362,22,66,239206412,0.020496,0.574154,0.048837,5.179604,0.590264,0.22629,0.000115,3.872836,0.156592,1,0,0,1,1,1,1,1,0,0,True,True,0,0,0
destruction-onset,A0,7,5.921425,4.031287,3.849221,22,77,239206412,0.019141,0.625309,0.031931,5.244334,0.63106,0.216691,0.000117,3.847446,0.183724,1,0,0,1,1,1,1,1,0,0,True,True,0,0,0
destruction-onset,A0,8,5.941543,3.647495,4.583369,22,88,239206412,0.020212,0.59162,0.045295,5.283736,0.600849,0.214547,8.5e-05,3.487237,0.160173,1,0,0,1,1,1,1,1,0,0,True,True,0,0,0
destruction-onset,A0,9,6.075281,3.751673,3.793505,22,99,239206412,0.019858,0.55433,0.030443,5.470016,0.657101,0.238899,0.000127,3.581405,0.170141,1,0,0,1,1,1,1,1,0,0,True,True,0,0,0
destruction-onset,A0,10,5.752149,3.512168,4.09302,22,110,239206412,0.02173,0.567263,0.030002,5.132581,0.655848,0.232238,0.000111,3.365813,0.146244,1,0,0,1,1,1,1,1,0,0,True,True,0,0,0
destruction-onset,A0,11,5.66906,3.565638,3.799809,22,121,239206412,0.021777,0.549342,0.032028,5.065341,0.590012,0.200336,7.8e-05,3.395067,0.170493,1,0,0,1,1,1,1,1,0,0,True,True,0,0,0
destruction-onset,A0,12,7.898517,4.010955,5.121021,22,132,239206412,0.015964,0.725192,0.056493,7.100037,0.740189,0.261516,0.000119,3.844193,0.166643,1,0,0,1,1,1,1,1,0,0,True,True,0,0,0
destruction-onset,A0,13,8.420336,3.612135,3.889309,22,143,239206412,0.015196,2.323818,0.032112,6.048492,0.676479,0.242996,0.000122,3.447278,0.164735,1,0,0,1,1,1,1,1,0,0,True,True,0,0,0
destruction-onset,A0,14,5.910648,4.004248,4.123493,22,154,239206412,0.021949,0.55252,0.03063,5.304914,0.638332,0.24524,7.7e-05,3.827547,0.176624,1,0,0,1,1,1,1,1,0,0,True,True,0,0,0
destruction-onset,A0,15,5.901535,3.853636,5.156037,22,165,239206412,0.025281,0.600785,0.034306,5.240315,0.62627,0.203227,0.00012,3.714307,0.139209,1,0,0,1,1,1,1,1,0,0,True,True,0,0,0
destruction-onset,A0,16,6.231809,4.460121,3.873541,22,176,239206412,0.024666,0.556638,0.039056,5.610667,0.602598,0.228691,0.000101,4.291838,0.168182,1,0,0,1,1,1,1,1,0,0,True,True,0,0,0
destruction-onset,A0,17,5.835182,3.618059,3.830573,22,187,239206412,0.021203,0.63677,0.033733,5.142777,0.580281,0.196816,7.4e-05,3.467091,0.150894,1,0,0,1,1,1,1,1,0,0,True,True,0,0,0
destruction-onset,A0,18,6.25505,5.0395,4.413275,22,198,239206412,0.017412,0.623505,0.042778,5.570746,0.60246,0.197118,0.000115,4.883933,0.155452,1,0,0,1,1,1,1,1,0,0,True,True,0,0,0
destruction-onset,A0,19,5.849704,3.614194,3.756001,22,209,239206412,0.021493,0.607829,0.030076,5.189728,0.591558,0.210535,0.000103,3.461893,0.152198,1,0,0,1,1,1,1,1,0,0,True,True,0,0,0
destruction-onset,A1,0,198.105891,5.251917,3.701425,22,0,239206412,0.017698,125.840621,0.100081,72.146592,0.744018,1.296493,0.000106,5.09067,0.161141,1,0,0,1,1,1,1,1,0,0,True,True,0,0,0
destruction-onset,A1,1,5.932117,3.202774,3.525929,22,11,239206412,0.014947,0.729495,0.043069,5.143928,0.631611,0.210604,8.4e-05,2.975356,0.227334,1,0,0,1,1,1,1,1,0,0,True,True,0,0,0
destruction-onset,A1,2,5.651344,3.693837,3.594375,22,22,239206412,0.015234,0.624164,0.029071,4.982184,0.603798,0.173268,7.2e-05,3.484955,0.20881,1,0,0,1,1,1,1,1,0,0,True,True,0,0,0
destruction-onset,A1,3,5.956968,2.502423,3.480857,22,33,239206412,0.014262,0.689301,0.028797,5.223981,0.635541,0.200717,0.000109,2.283982,0.218332,1,0,0,1,1,1,1,1,0,0,True,True,0,0,0
destruction-onset,A1,4,5.830988,3.622694,3.615914,22,44,239206412,0.012957,0.631369,0.028008,5.158069,0.556044,0.238911,0.000119,3.390731,0.231844,1,0,0,1,1,1,1,1,0,0,True,True,0,0,0
destruction-onset,A1,5,5.546188,3.100663,3.72638,22,55,239206412,0.019888,0.637554,0.029775,4.85835,0.609953,0.182107,7.6e-05,2.93776,0.162827,1,0,0,1,1,1,1,1,0,0,True,True,0,0,0
destruction-onset,A1,6,5.754712,2.880787,3.602326,22,66,239206412,0.014946,0.604715,0.030294,5.104118,0.620544,0.232773,6.5e-05,2.708819,0.171903,1,0,0,1,1,1,1,1,0,0,True,True,0,0,0
destruction-onset,A1,7,5.771717,2.672671,3.490817,22,77,239206412,0.039039,0.582092,0.030301,5.119671,0.639284,0.246467,0.000104,2.499229,0.173338,1,0,0,1,1,1,1,1,0,0,True,True,0,0,0
destruction-onset,A1,8,5.847752,2.907451,3.627082,22,88,239206412,0.018341,0.627653,0.028027,5.17307,0.643464,0.250244,7.2e-05,2.743695,0.163684,1,0,0,1,1,1,1,1,0,0,True,True,0,0,0
destruction-onset,A1,9,5.485535,2.590527,3.509013,22,99,239206412,0.022877,0.563334,0.031236,4.867401,0.538109,0.206023,0.000115,2.433077,0.157335,1,0,0,1,1,1,1,1,0,0,True,True,0,0,0
destruction-onset,A1,10,5.526235,2.251,3.54082,22,110,239206412,0.019513,0.598061,0.027384,4.880674,0.605749,0.242452,8e-05,2.093676,0.157244,1,0,0,1,1,1,1,1,0,0,True,True,0,0,0
destruction-onset,A1,11,5.931124,3.164986,3.593882,22,121,239206412,0.018218,0.764036,0.02753,5.120726,0.652256,0.214231,8.4e-05,2.969608,0.195294,1,0,0,1,1,1,1,1,0,0,True,True,0,0,0
destruction-onset,A1,12,5.846703,2.937808,3.592213,22,132,239206412,0.019318,0.619871,0.045187,5.16174,0.504947,0.175402,0.000117,2.744519,0.193172,1,0,0,1,1,1,1,1,0,0,True,True,0,0,0
destruction-onset,A1,13,5.723331,2.846007,3.549796,22,143,239206412,0.018323,0.680949,0.028177,4.99524,0.654955,0.264253,0.000118,2.638035,0.207854,1,0,0,1,1,1,1,1,0,0,True,True,0,0,0
destruction-onset,A1,14,6.357075,3.398398,4.161407,22,154,239206412,0.019928,0.582519,0.027886,5.726189,0.617566,0.273387,9.1e-05,3.192163,0.206144,1,0,0,1,1,1,1,1,0,0,True,True,0,0,0
destruction-onset,A1,15,5.196852,2.755961,3.515286,22,165,239206412,0.019587,0.512123,0.028567,4.635995,0.427767,0.167059,0.00012,2.674004,0.081837,1,0,0,1,1,1,1,1,0,0,True,True,0,0,0
destruction-onset,A1,16,5.26075,2.625813,3.466105,22,176,239206412,0.019056,0.502853,0.027879,4.710347,0.414839,0.122998,9.3e-05,2.541622,0.084098,1,0,0,1,1,1,1,1,0,0,True,True,0,0,0
destruction-onset,A1,17,5.211263,2.65417,3.446098,22,187,239206412,0.020511,0.483702,0.027355,4.679077,0.414322,0.156405,0.000113,2.573852,0.080205,1,0,0,1,1,1,1,1,0,0,True,True,0,0,0
destruction-onset,A1,18,5.476437,3.360672,4.240912,22,198,239206412,0.025313,0.60805,0.028342,4.814123,0.6427,0.200224,0.000118,3.203186,0.157368,1,0,0,1,1,1,1,1,0,0,True,True,0,0,0
destruction-onset,A1,19,6.539717,3.564279,11.205246,22,209,239206412,0.037915,1.108416,0.028433,5.364338,0.596926,0.213174,9.5e-05,3.407067,0.157117,1,0,0,1,1,1,1,1,0,0,True,True,0,0,0
destruction-stimulus,A0,0,204.31126,7.996117,4.032826,22,0,239206412,0.01006,125.527876,0.123084,78.649422,0.682679,1.449852,0.022863,7.769624,0.20363,1,0,0,1,1,1,1,1,0,0,True,True,0,0,0
destruction-stimulus,A0,1,6.313267,4.070723,3.859124,22,11,239206412,0.016061,0.628961,0.051873,5.615659,0.644844,0.220635,0.002298,3.916168,0.152257,1,0,0,1,1,1,1,1,0,0,True,True,0,0,0
destruction-stimulus,A0,2,5.817748,3.723791,3.81843,22,22,239206412,0.01785,0.551846,0.034669,5.212696,0.581718,0.207838,0.00167,3.574898,0.147223,1,0,0,1,1,1,1,1,0,0,True,True,0,0,0
destruction-stimulus,A0,3,5.852881,3.395471,3.789894,22,33,239206412,0.014852,0.618533,0.039832,5.179004,0.585856,0.215051,0.001462,3.227986,0.166023,1,0,0,1,1,1,1,1,0,0,True,True,0,0,0
destruction-stimulus,A0,4,5.791656,3.648831,3.81049,22,44,239206412,0.019688,0.621117,0.032236,5.117993,0.578055,0.243829,0.001377,3.497166,0.150288,1,0,0,1,1,1,1,1,0,0,True,True,0,0,0
destruction-stimulus,A0,5,5.647457,3.180431,3.882471,22,55,239206412,0.014445,0.556756,0.03102,5.044675,0.59489,0.218489,0.001831,3.028845,0.149755,1,0,0,1,1,1,1,1,0,0,True,True,0,0,0
destruction-stimulus,A0,6,5.766529,2.817865,3.848068,22,66,239206412,0.014818,0.524709,0.03008,5.19633,0.594552,0.194995,0.001442,2.661134,0.155289,1,0,0,1,1,1,1,1,0,0,True,True,0,0,0
destruction-stimulus,A0,7,5.82883,3.041758,3.778958,22,77,239206412,0.014975,0.514998,0.030196,5.268108,0.614526,0.242001,0.001588,2.890089,0.150081,1,0,0,1,1,1,1,1,0,0,True,True,0,0,0
destruction-stimulus,A0,8,5.679286,3.076718,3.719897,22,88,239206412,0.014707,0.595641,0.02994,5.038316,0.597111,0.215846,0.001403,2.92322,0.152095,1,0,0,1,1,1,1,1,0,0,True,True,0,0,0
destruction-stimulus,A0,9,5.630488,2.58844,3.796033,22,99,239206412,0.019775,0.553205,0.030388,5.026527,0.598223,0.22528,0.001719,2.425694,0.161027,1,0,0,1,1,1,1,1,0,0,True,True,0,0,0
destruction-stimulus,A0,10,5.726398,3.181232,3.993015,22,110,239206412,0.020992,0.518928,0.030532,5.155274,0.645407,0.220855,0.00154,3.031035,0.148657,1,0,0,1,1,1,1,1,0,0,True,True,0,0,0
destruction-stimulus,A0,11,5.591293,3.804568,4.4344,22,121,239206412,0.020091,0.566152,0.030729,4.973704,0.617601,0.218716,0.001574,3.653016,0.149978,1,0,0,1,1,1,1,1,0,0,True,True,0,0,0
destruction-stimulus,A0,12,5.891094,2.780309,3.865935,22,132,239206412,0.021663,0.592161,0.031723,5.245028,0.586427,0.243146,0.001834,2.628841,0.149634,1,0,0,1,1,1,1,1,0,0,True,True,0,0,0
destruction-stimulus,A0,13,5.903324,2.630983,4.043878,22,143,239206412,0.036774,0.580135,0.032416,5.253358,0.552281,0.211855,0.001365,2.480264,0.149354,1,0,0,1,1,1,1,1,0,0,True,True,0,0,0
destruction-stimulus,A0,14,6.020612,2.76534,3.487507,22,154,239206412,0.018,1.211309,0.028662,4.762155,0.562509,0.210519,0.001322,2.62188,0.142138,1,0,0,1,1,1,1,1,0,0,True,True,0,0,0
destruction-stimulus,A0,15,5.211885,3.091548,3.394346,22,165,239206412,0.014397,0.563853,0.02772,4.605341,0.548315,0.214526,0.00139,2.933931,0.156227,1,0,0,1,1,1,1,1,0,0,True,True,0,0,0
destruction-stimulus,A0,16,5.378427,2.426656,3.356694,22,176,239206412,0.017897,0.592195,0.02792,4.739895,0.540466,0.217906,0.001351,2.270282,0.155023,1,0,0,1,1,1,1,1,0,0,True,True,0,0,0
destruction-stimulus,A0,17,5.250518,2.507283,4.521559,22,187,239206412,0.020285,0.585899,0.027945,4.615805,0.557278,0.217379,0.001343,2.365529,0.140411,1,0,0,1,1,1,1,1,0,0,True,True,0,0,0
destruction-stimulus,A0,18,5.994013,2.823029,3.970666,22,198,239206412,0.018556,0.573855,0.027806,5.373198,0.569536,0.216508,0.001474,2.660952,0.160603,1,0,0,1,1,1,1,1,0,0,True,True,0,0,0
destruction-stimulus,A0,19,7.274641,2.427543,3.370545,22,209,239206412,0.019314,1.269913,0.028729,5.956062,0.560638,0.224731,0.001489,2.285474,0.14058,1,0,0,1,1,1,1,1,0,0,True,True,0,0,0
destruction-stimulus,A1,0,206.855401,6.705431,3.834365,22,0,239206412,0.017371,128.319437,0.107159,78.410306,0.756691,1.285334,0.002877,6.567453,0.135101,1,0,0,1,1,1,1,1,0,0,True,True,0,0,0
destruction-stimulus,A1,1,5.855442,2.863168,3.722404,22,11,239206412,0.015239,0.606315,0.061241,5.171582,0.638348,0.218192,0.001762,2.724941,0.136465,1,0,0,1,1,1,1,1,0,0,True,True,0,0,0
destruction-stimulus,A1,2,5.776894,3.133854,3.752616,22,22,239206412,0.014506,0.559526,0.030749,5.171425,0.66776,0.216043,0.001698,3.00132,0.130836,1,0,0,1,1,1,1,1,0,0,True,True,0,0,0
destruction-stimulus,A1,3,5.801995,2.496052,3.796235,22,33,239206412,0.014796,0.576979,0.031992,5.177541,0.60944,0.207498,0.001548,2.364663,0.129841,1,0,0,1,1,1,1,1,0,0,True,True,0,0,0
destruction-stimulus,A1,4,5.790602,2.731841,3.787043,22,44,239206412,0.019877,0.632457,0.031833,5.105777,0.596068,0.225816,0.00153,2.58277,0.147541,1,0,0,1,1,1,1,1,0,0,True,True,0,0,0
destruction-stimulus,A1,5,5.832857,2.275087,3.728569,22,55,239206412,0.018362,0.630647,0.031277,5.151927,0.618573,0.211795,0.001698,2.126094,0.147295,1,0,0,1,1,1,1,1,0,0,True,True,0,0,0
destruction-stimulus,A1,6,5.752447,2.674925,3.810759,22,66,239206412,0.020067,0.60504,0.031794,5.0949,0.648401,0.22816,0.001764,2.543608,0.129553,1,0,0,1,1,1,1,1,0,0,True,True,0,0,0
destruction-stimulus,A1,7,5.939592,2.707057,3.802961,22,77,239206412,0.018429,0.592634,0.033199,5.294637,0.639738,0.20926,0.001826,2.569746,0.135485,1,0,0,1,1,1,1,1,0,0,True,True,0,0,0
destruction-stimulus,A1,8,5.719256,2.377884,3.737793,22,88,239206412,0.02042,0.551635,0.031742,5.114861,0.605421,0.227007,0.001931,2.248666,0.127287,1,0,0,1,1,1,1,1,0,0,True,True,0,0,0
destruction-stimulus,A1,9,5.630679,2.665571,3.809873,22,99,239206412,0.017283,0.532956,0.031215,5.048523,0.611537,0.207374,0.001517,2.528038,0.136016,1,0,0,1,1,1,1,1,0,0,True,True,0,0,0
destruction-stimulus,A1,10,5.827169,2.838501,3.794315,22,110,239206412,0.02098,0.606545,0.031454,5.167512,0.61264,0.224741,0.001551,2.724265,0.112685,1,0,0,1,1,1,1,1,0,0,True,True,0,0,0
destruction-stimulus,A1,11,5.672334,2.442955,3.781578,22,121,239206412,0.016496,0.593681,0.031771,5.029635,0.618771,0.212624,0.001583,2.282686,0.158686,1,0,0,1,1,1,1,1,0,0,True,True,0,0,0
destruction-stimulus,A1,12,5.797913,2.32139,3.852586,22,132,239206412,0.022137,0.637445,0.046413,5.091231,0.613259,0.225716,0.001656,2.150501,0.169233,1,0,0,1,1,1,1,1,0,0,True,True,0,0,0
destruction-stimulus,A1,13,5.640005,2.69824,5.020753,22,143,239206412,0.014569,0.518369,0.031815,5.074555,0.637197,0.205948,0.001749,2.538882,0.157609,1,0,0,1,1,1,1,1,0,0,True,True,0,0,0
destruction-stimulus,A1,14,6.214431,2.559529,3.748259,22,154,239206412,0.016061,0.539752,0.031783,5.62611,0.647835,0.226627,0.00185,2.395204,0.162475,1,0,0,1,1,1,1,1,0,0,True,True,0,0,0
destruction-stimulus,A1,15,5.77959,3.233685,3.78396,22,165,239206412,0.021183,0.553349,0.032055,5.172306,0.647721,0.208309,0.001757,3.100306,0.131622,1,0,0,1,1,1,1,1,0,0,True,True,0,0,0
destruction-stimulus,A1,16,6.007051,2.926959,3.802783,22,176,239206412,0.019692,0.605162,0.031278,5.350242,0.648798,0.220973,0.001771,2.743806,0.181382,1,0,0,1,1,1,1,1,0,0,True,True,0,0,0
destruction-stimulus,A1,17,5.681817,2.659586,4.541391,22,187,239206412,0.020006,0.597672,0.032741,5.030724,0.637205,0.219676,0.001649,2.493135,0.164802,1,0,0,1,1,1,1,1,0,0,True,True,0,0,0
destruction-stimulus,A1,18,6.233591,3.337187,4.887578,22,198,239206412,0.01853,1.084259,0.028164,5.102087,0.547629,0.218255,0.00139,3.1834,0.152397,1,0,0,1,1,1,1,1,0,0,True,True,0,0,0
destruction-stimulus,A1,19,14.540364,2.544421,3.566441,22,209,239206412,0.019366,0.488854,0.027985,14.003621,0.677429,0.274161,0.002069,2.363677,0.178675,1,0,0,1,1,1,1,1,0,0,True,True,0,0,0
flying,A0,0,130.305476,3.052404,0.634687,22,0,239206412,0.017533,130.176924,0.109546,9.1e-05,0.595807,0.261804,0.000142,3.051775,0.000487,0,0,0,0,0,0,0,0,0,0,True,True,0,0,0
flying,A0,1,0.684905,2.113929,0.54365,22,11,239206412,0.015319,0.641619,0.027254,9.1e-05,0.258262,0.004814,0.000108,2.113429,0.000392,0,0,0,0,0,0,0,0,0,0,True,True,0,0,0
flying,A0,2,0.590962,2.061309,0.537425,22,22,239206412,0.01258,0.55167,0.026045,7.8e-05,0.26078,0.004276,0.000116,2.060731,0.000462,0,0,0,0,0,0,0,0,0,0,True,True,0,0,0
flying,A0,3,0.612391,1.946879,0.542913,22,33,239206412,0.007975,0.579598,0.024079,0.000108,0.244168,0.004374,0.000107,1.946382,0.00039,0,0,0,0,0,0,0,0,0,0,True,True,0,0,0
flying,A0,4,0.581108,1.904356,0.553812,22,44,239206412,0.013037,0.542275,0.025211,9.2e-05,0.251616,0.004147,9.1e-05,1.903812,0.000453,0,0,0,0,0,0,0,0,0,0,True,True,0,0,0
flying,A0,5,0.652916,2.118938,0.594076,22,55,239206412,0.013692,0.613885,0.024745,9.6e-05,0.260474,0.015084,0.00014,2.118357,0.000441,0,0,0,0,0,0,0,0,0,0,True,True,0,0,0
flying,A0,6,0.578477,2.155041,0.578817,22,66,239206412,0.012725,0.538655,0.026382,8.4e-05,0.25828,0.00463,0.000127,2.154393,0.000521,0,0,0,0,0,0,0,0,0,0,True,True,0,0,0
flying,A0,7,0.704159,1.800895,0.588332,22,77,239206412,0.014501,0.634112,0.054863,0.000101,0.26447,0.004639,0.000152,1.800268,0.000475,0,0,0,0,0,0,0,0,0,0,True,True,0,0,0
flying,A0,8,0.583844,1.775991,0.633686,22,88,239206412,0.013977,0.541428,0.027748,0.000111,0.291785,0.004814,0.000128,1.775322,0.000541,0,0,0,0,0,0,0,0,0,0,True,True,0,0,0
flying,A0,9,0.593357,1.844009,0.596676,22,99,239206412,0.014158,0.552089,0.026377,0.000109,0.290719,0.004662,0.000122,1.843522,0.000365,0,0,0,0,0,0,0,0,0,0,True,True,0,0,0
flying,A0,10,0.608152,1.863638,0.612823,22,110,239206412,0.014898,0.565826,0.026705,0.00011,0.271394,0.004561,0.000133,1.863071,0.000434,0,0,0,0,0,0,0,0,0,0,True,True,0,0,0
flying,A0,11,0.565804,2.475,0.649932,22,121,239206412,0.015318,0.523189,0.02654,0.000102,0.308426,0.005006,0.000112,2.474403,0.000485,0,0,0,0,0,0,0,0,0,0,True,True,0,0,0
flying,A0,12,0.579161,2.075746,0.635522,22,132,239206412,0.0157,0.535813,0.026908,0.000122,0.30896,0.004811,0.000148,2.07526,0.000338,0,0,0,0,0,0,0,0,0,0,True,True,0,0,0
