scenario,arm,repeat,restore_ms,complete_step_ms,teardown_ms,pinned_allocations,pinned_reuses,pinned_retained_peak_bytes,deserialize_ms,scene_create_ms,insert_ms,destruction_import_ms,pre_tick_validation_ms,post_tick_validation_ms,command_ms,simulate_fetch_ms,completion_ms,stress_iterations,broken_bonds,correction_passes,stress_passes,output_clusters,stress_islands,stress_active_nodes,stress_active_bonds,normal_contacts,friction_anchors,repeatability_passed,motion_comparison_measured,position_error_m,linear_error_m_s,angular_error_rad_s
panel32-warm,A1,12,17.066913,20.790343,13.532851,22,132,239206412,0.299643,0.891792,1.321396,14.552832,2.593037,1.116883,0.000216,20.578069,0.212058,492,0,0,1,1,1,1020,1984,0,0,True,True,0,0,0
panel32-warm,A1,13,16.711799,21.066339,14.638636,22,143,239206412,0.276804,0.928642,1.252143,14.253154,2.358159,1.002416,0.000206,20.849555,0.216578,492,0,0,1,1,1,1020,1984,0,0,True,True,0,0,0
panel32-warm,A1,14,16.574626,21.088033,13.788439,22,154,239206412,0.298244,0.900018,1.341225,14.033616,2.42206,1.054046,0.000151,20.860736,0.227146,492,0,0,1,1,1,1020,1984,0,0,True,True,0,0,0
panel32-warm,A1,15,21.321679,20.94644,20.424384,22,165,239206412,0.279833,0.934023,1.209453,18.897121,2.96715,1.110789,0.000212,20.723419,0.222809,492,0,0,1,1,1,1020,1984,0,0,True,True,0,0,0
panel32-warm,A1,16,23.071611,21.047219,14.600154,22,176,239206412,0.300315,1.178358,1.331677,20.25999,2.95831,1.130005,0.000197,20.787551,0.259471,492,0,0,1,1,1,1020,1984,0,0,True,True,0,0,0
panel32-warm,A1,17,17.514871,21.042194,15.318381,22,187,239206412,0.324916,1.023611,1.304547,14.860471,2.735287,1.09001,0.000161,20.834772,0.207261,492,0,0,1,1,1,1020,1984,0,0,True,True,0,0,0
panel32-warm,A1,18,18.619451,20.65925,14.570956,22,198,239206412,0.395966,1.043082,1.236313,15.942875,2.785372,1.184227,0.000243,20.488904,0.170103,492,0,0,1,1,1,1020,1984,0,0,True,True,0,0,0
panel32-warm,A1,19,19.905315,21.060165,13.359181,22,209,239206412,0.396033,0.946596,1.196875,17.36467,2.457789,1.105546,0.000218,20.860653,0.199294,492,0,0,1,1,1,1020,1984,0,0,True,True,0,0,0
resting,A0,0,130.231984,2.808636,0.63988,22,0,239206412,0.012098,130.121228,0.097434,0.00016,0.619174,0.269231,0.000115,2.807953,0.000568,0,0,0,0,0,0,0,0,0,0,True,True,0,0,0
resting,A0,1,0.725943,2.313297,0.558635,22,11,239206412,0.019999,0.679065,0.026181,7.2e-05,0.30363,0.004405,8.9e-05,2.312765,0.000443,0,0,0,0,0,0,0,0,0,0,True,True,0,0,0
resting,A0,2,0.677258,1.467713,0.55847,22,22,239206412,0.011455,0.639007,0.026199,8.4e-05,0.265914,0.003929,0.000131,1.467125,0.000457,0,0,0,0,0,0,0,0,0,0,True,True,0,0,0
resting,A0,3,0.625082,2.063685,0.574128,22,33,239206412,0.009946,0.58958,0.024885,7.3e-05,0.275143,0.004222,0.000122,2.063141,0.000422,0,0,0,0,0,0,0,0,0,0,True,True,0,0,0
resting,A0,4,0.608537,1.435001,0.561568,22,44,239206412,0.008042,0.557051,0.042792,8.7e-05,0.248062,0.003962,0.000131,1.434438,0.000432,0,0,0,0,0,0,0,0,0,0,True,True,0,0,0
resting,A0,5,0.662198,1.264393,0.600223,22,55,239206412,0.013598,0.617982,0.029851,8.2e-05,0.249008,0.004165,0.000132,1.26383,0.000431,0,0,0,0,0,0,0,0,0,0,True,True,0,0,0
resting,A0,6,0.584226,1.401127,0.611605,22,66,239206412,0.013249,0.52382,0.046472,8.6e-05,0.280942,0.004084,0.00012,1.400618,0.000389,0,0,0,0,0,0,0,0,0,0,True,True,0,0,0
resting,A0,7,0.706632,2.04678,0.540417,22,77,239206412,0.009191,0.672476,0.02435,7e-05,0.281467,0.00425,0.000132,2.046141,0.000507,0,0,0,0,0,0,0,0,0,0,True,True,0,0,0
resting,A0,8,0.696591,1.416378,0.539104,22,88,239206412,0.010059,0.660706,0.025188,6.2e-05,0.248125,0.003995,0.000114,1.415837,0.000427,0,0,0,0,0,0,0,0,0,0,True,True,0,0,0
resting,A0,9,0.66508,1.238313,0.564082,22,99,239206412,0.010262,0.629152,0.024998,6.4e-05,0.249435,0.004074,0.000131,1.237802,0.00038,0,0,0,0,0,0,0,0,0,0,True,True,0,0,0
resting,A0,10,0.578435,1.232359,0.608879,22,110,239206412,0.008654,0.543982,0.025186,6.4e-05,0.246262,0.003974,0.000139,1.231754,0.000466,0,0,0,0,0,0,0,0,0,0,True,True,0,0,0
resting,A0,11,0.698155,1.465309,0.596585,22,121,239206412,0.010145,0.662901,0.024512,6.3e-05,0.284612,0.004219,0.000137,1.464686,0.000486,0,0,0,0,0,0,0,0,0,0,True,True,0,0,0
resting,A0,12,0.653558,1.236925,0.579048,22,132,239206412,0.010225,0.618091,0.02448,8.6e-05,0.285964,0.004113,0.000118,1.236371,0.000436,0,0,0,0,0,0,0,0,0,0,True,True,0,0,0
resting,A0,13,0.556137,1.316488,0.546206,22,143,239206412,0.011604,0.51912,0.024758,6.1e-05,0.271387,0.00412,0.000124,1.315936,0.000428,0,0,0,0,0,0,0,0,0,0,True,True,0,0,0
resting,A0,14,0.695743,1.454925,0.537974,22,154,239206412,0.011949,0.658387,0.024845,6.6e-05,0.24898,0.004191,0.000124,1.454348,0.000453,0,0,0,0,0,0,0,0,0,0,True,True,0,0,0
resting,A0,15,0.657889,1.248094,0.544278,22,165,239206412,0.011818,0.620978,0.024393,6.3e-05,0.247919,0.004097,0.000131,1.247515,0.000448,0,0,0,0,0,0,0,0,0,0,True,True,0,0,0
resting,A0,16,0.618263,1.439783,0.564636,22,176,239206412,0.011245,0.582291,0.024032,6.7e-05,0.252079,0.003978,0.000113,1.43929,0.00038,0,0,0,0,0,0,0,0,0,0,True,True,0,0,0
resting,A0,17,0.665991,1.360216,0.599175,22,187,239206412,0.010539,0.631113,0.023738,6.5e-05,0.246952,0.00422,0.000132,1.359666,0.000418,0,0,0,0,0,0,0,0,0,0,True,True,0,0,0
resting,A0,18,0.654004,1.29951,0.615231,22,198,239206412,0.010418,0.599039,0.04379,9.4e-05,0.262733,0.004131,0.000135,1.298974,0.000401,0,0,0,0,0,0,0,0,0,0,True,True,0,0,0
resting,A0,19,0.671403,1.349167,0.59728,22,209,239206412,0.009446,0.636818,0.02444,6.4e-05,0.285814,0.004184,9.1e-05,1.348688,0.000388,0,0,0,0,0,0,0,0,0,0,True,True,0,0,0
resting,A1,0,114.605557,2.749886,0.578287,22,0,239206412,0.009718,114.506502,0.088312,0.000101,0.557658,0.281052,8.5e-05,2.749322,0.000479,0,0,0,0,0,0,0,0,0,0,True,True,0,0,0
resting,A1,1,0.731323,2.044717,0.513266,22,11,239206412,0.014828,0.691165,0.024582,6e-05,0.234837,0.004137,0.000111,2.044203,0.000403,0,0,0,0,0,0,0,0,0,0,True,True,0,0,0
resting,A1,2,0.647511,2.086225,0.479468,22,22,239206412,0.010279,0.613964,0.022665,5.7e-05,0.232738,0.003817,8.5e-05,2.085723,0.000417,0,0,0,0,0,0,0,0,0,0,True,True,0,0,0
resting,A1,3,0.657742,1.450086,0.486732,22,33,239206412,0.008605,0.628646,0.019871,6e-05,0.22862,0.003812,0.000108,1.449526,0.000452,0,0,0,0,0,0,0,0,0,0,True,True,0,0,0
resting,A1,4,0.665597,1.378946,0.503596,22,44,239206412,0.009275,0.634488,0.021109,5.9e-05,0.219136,0.003779,0.00011,1.378341,0.000495,0,0,0,0,0,0,0,0,0,0,True,True,0,0,0
resting,A1,5,0.6389,1.323681,0.61132,22,55,239206412,0.009303,0.60727,0.021705,5.9e-05,0.243673,0.003699,8.1e-05,1.32315,0.00045,0,0,0,0,0,0,0,0,0,0,True,True,0,0,0
resting,A1,6,0.637596,1.384053,0.501491,22,66,239206412,0.009149,0.606257,0.021566,5.8e-05,0.234951,0.003604,0.000112,1.383487,0.000454,0,0,0,0,0,0,0,0,0,0,True,True,0,0,0
resting,A1,7,0.658271,1.482973,0.476187,22,77,239206412,0.008987,0.627295,0.021444,5.1e-05,0.230047,0.003843,0.000101,1.482476,0.000396,0,0,0,0,0,0,0,0,0,0,True,True,0,0,0
resting,A1,8,0.664304,2.056096,0.499629,22,88,239206412,0.010572,0.631789,0.021349,5.6e-05,0.221273,0.00378,9.9e-05,2.055507,0.00049,0,0,0,0,0,0,0,0,0,0,True,True,0,0,0
resting,A1,9,0.670102,1.299855,0.494255,22,99,239206412,0.012109,0.61742,0.04,5.7e-05,0.237072,0.003663,0.000106,1.299314,0.000435,0,0,0,0,0,0,0,0,0,0,True,True,0,0,0
resting,A1,10,0.633141,1.36101,0.474676,22,110,239206412,0.012219,0.599179,0.021129,5.9e-05,0.233695,0.003675,0.000112,1.360475,0.000423,0,0,0,0,0,0,0,0,0,0,True,True,0,0,0
resting,A1,11,0.62156,1.227619,1.004335,22,121,239206412,0.011557,0.588793,0.020533,5.7e-05,0.428916,0.003851,0.000107,1.227052,0.00046,0,0,0,0,0,0,0,0,0,0,True,True,0,0,0
resting,A1,12,0.629695,1.296023,0.476543,22,132,239206412,0.012668,0.595823,0.020641,5.9e-05,0.240664,0.003608,0.000109,1.295439,0.000475,0,0,0,0,0,0,0,0,0,0,True,True,0,0,0
resting,A1,13,0.654916,1.319271,0.484083,22,143,239206412,0.011662,0.621583,0.021066,6.1e-05,0.217953,0.003531,0.000103,1.318671,0.000497,0,0,0,0,0,0,0,0,0,0,True,True,0,0,0
resting,A1,14,0.704245,1.427081,0.503243,22,154,239206412,0.012022,0.670785,0.020837,6.4e-05,0.221075,0.003667,0.000108,1.426488,0.000485,0,0,0,0,0,0,0,0,0,0,True,True,0,0,0
resting,A1,15,0.65093,1.381896,0.513246,22,165,239206412,0.012304,0.617481,0.020576,5.5e-05,0.233383,0.003611,9.4e-05,1.381307,0.000495,0,0,0,0,0,0,0,0,0,0,True,True,0,0,0
resting,A1,16,0.640445,1.303522,0.489556,22,176,239206412,0.01154,0.6069,0.02132,5.8e-05,0.250617,0.003735,8.3e-05,1.303082,0.000357,0,0,0,0,0,0,0,0,0,0,True,True,0,0,0
resting,A1,17,0.62567,1.422678,0.478051,22,187,239206412,0.011739,0.592328,0.02091,5.8e-05,0.218422,0.003748,0.000111,1.422151,0.000416,0,0,0,0,0,0,0,0,0,0,True,True,0,0,0
resting,A1,18,0.615764,1.240643,0.503741,22,198,239206412,0.011571,0.582811,0.020744,6e-05,0.220394,0.003657,0.000103,1.240039,0.000501,0,0,0,0,0,0,0,0,0,0,True,True,0,0,0
resting,A1,19,0.639924,1.269439,0.501258,22,209,239206412,0.012428,0.606009,0.020861,5.9e-05,0.232335,0.003613,0.000102,1.268909,0.000428,0,0,0,0,0,0,0,0,0,0,True,True,0,0,0
sliding,A0,0,129.520336,4.01395,0.676393,22,0,239206412,0.01162,129.390051,0.117502,0.000167,0.628093,0.245595,0.00013,4.013398,0.000422,0,0,0,0,0,0,0,0,0,0,True,True,0,0,0
sliding,A0,1,0.672513,4.245342,0.598636,22,11,239206412,0.017273,0.628382,0.02616,8.9e-05,0.259584,0.0049,0.000104,4.244922,0.000316,0,0,0,0,0,0,0,0,0,0,True,True,0,0,0
sliding,A0,2,0.584098,3.721621,0.656153,22,22,239206412,0.012519,0.544105,0.026896,7.3e-05,0.263294,0.004505,0.000153,3.721134,0.000334,0,0,0,0,0,0,0,0,0,0,True,True,0,0,0
sliding,A0,3,0.68055,2.724727,0.596113,22,33,239206412,0.009529,0.646197,0.024161,9.1e-05,0.33797,0.004323,8.3e-05,2.724142,0.000502,0,0,0,0,0,0,0,0,0,0,True,True,0,0,0
sliding,A0,4,0.593415,2.321646,0.606731,22,44,239206412,0.013959,0.523753,0.055002,9.4e-05,0.266096,0.004339,0.000113,2.321019,0.000514,0,0,0,0,0,0,0,0,0,0,True,True,0,0,0
sliding,A0,5,0.706475,2.429069,0.555661,22,55,239206412,0.015162,0.665608,0.025017,7.4e-05,0.2484,0.00437,0.000105,2.428498,0.000466,0,0,0,0,0,0,0,0,0,0,True,True,0,0,0
sliding,A0,6,0.673916,2.328281,0.608446,22,66,239206412,0.01502,0.633077,0.02515,9.1e-05,0.286973,0.004558,8.4e-05,2.327862,0.000335,0,0,0,0,0,0,0,0,0,0,True,True,0,0,0
sliding,A0,7,0.649435,2.227602,0.689097,22,77,239206412,0.013268,0.610153,0.025305,9.6e-05,0.288767,0.004249,0.000115,2.226988,0.000499,0,0,0,0,0,0,0,0,0,0,True,True,0,0,0
sliding,A0,8,0.767169,2.75506,0.70434,22,88,239206412,0.013631,0.727797,0.025043,9.3e-05,0.296147,0.004356,0.000112,2.754526,0.000422,0,0,0,0,0,0,0,0,0,0,True,True,0,0,0
sliding,A0,9,0.664197,2.309232,0.74762,22,99,239206412,0.01389,0.623617,0.025889,9.4e-05,0.270596,0.004507,0.000158,2.30856,0.000514,0,0,0,0,0,0,0,0,0,0,True,True,0,0,0
sliding,A0,10,0.654564,2.555239,0.761809,22,110,239206412,0.01597,0.612248,0.025724,9.2e-05,0.278473,0.004422,9.5e-05,2.554644,0.0005,0,0,0,0,0,0,0,0,0,0,True,True,0,0,0
sliding,A0,11,0.65019,2.792234,0.849532,22,121,239206412,0.014042,0.610719,0.024711,9.2e-05,0.247677,0.004524,0.000131,2.791627,0.000476,0,0,0,0,0,0,0,0,0,0,True,True,0,0,0
sliding,A0,12,0.788722,4.0234,0.615434,22,132,239206412,0.015294,0.744299,0.028507,9.5e-05,0.394767,0.00466,0.000115,4.022756,0.000529,0,0,0,0,0,0,0,0,0,0,True,True,0,0,0
sliding,A0,13,0.573198,3.415019,0.63024,22,143,239206412,0.015399,0.530842,0.026314,9.9e-05,0.293463,0.004875,0.000174,3.414368,0.000477,0,0,0,0,0,0,0,0,0,0,True,True,0,0,0
sliding,A0,14,0.640497,2.526193,0.698932,22,154,239206412,0.016657,0.59664,0.026462,9.8e-05,0.288636,0.004721,0.000166,2.525501,0.000526,0,0,0,0,0,0,0,0,0,0,True,True,0,0,0
sliding,A0,15,0.615893,2.55716,0.723382,22,165,239206412,0.016083,0.569608,0.029438,0.000101,0.304293,0.005025,0.000178,2.556394,0.000588,0,0,0,0,0,0,0,0,0,0,True,True,0,0,0
sliding,A0,16,0.649454,2.748888,0.717425,22,176,239206412,0.016265,0.60246,0.029916,8.2e-05,0.3054,0.005142,0.000109,2.748175,0.000604,0,0,0,0,0,0,0,0,0,0,True,True,0,0,0
sliding,A0,17,0.609618,2.373234,0.714111,22,187,239206412,0.016611,0.562223,0.030026,8.4e-05,0.324526,0.005103,0.000141,2.372568,0.000525,0,0,0,0,0,0,0,0,0,0,True,True,0,0,0
sliding,A0,18,0.601647,2.813774,0.750104,22,198,239206412,0.018533,0.552239,0.030002,8e-05,0.331126,0.005264,0.000195,2.813028,0.000551,0,0,0,0,0,0,0,0,0,0,True,True,0,0,0
sliding,A0,19,0.663224,2.96778,0.80174,22,209,239206412,0.018301,0.612413,0.031683,8.6e-05,0.317473,0.005342,0.000117,2.967077,0.000586,0,0,0,0,0,0,0,0,0,0,True,True,0,0,0
sliding,A1,0,132.401744,3.556051,0.680815,22,0,239206412,0.010791,132.295707,0.093746,8.6e-05,0.621191,0.270421,0.000102,3.555513,0.000436,0,0,0,0,0,0,0,0,0,0,True,True,0,0,0
sliding,A1,1,0.661491,2.552101,0.584371,22,11,239206412,0.018112,0.616059,0.026586,8.7e-05,0.26297,0.004763,9.4e-05,2.551546,0.000461,0,0,0,0,0,0,0,0,0,0,True,True,0,0,0
sliding,A1,2,0.612012,2.867207,0.597723,22,22,239206412,0.013152,0.571858,0.026342,8.6e-05,0.248619,0.004311,0.000108,2.866651,0.000448,0,0,0,0,0,0,0,0,0,0,True,True,0,0,0
sliding,A1,3,0.578817,2.036053,0.683785,22,33,239206412,0.009329,0.526002,0.042824,8.9e-05,0.248478,0.003834,0.000113,2.035481,0.000459,0,0,0,0,0,0,0,0,0,0,True,True,0,0,0
sliding,A1,4,0.633167,2.118016,0.698667,22,44,239206412,0.015273,0.588582,0.028563,0.000103,0.27893,0.004668,0.000101,2.11741,0.000505,0,0,0,0,0,0,0,0,0,0,True,True,0,0,0
sliding,A1,5,0.589499,2.949594,0.633934,22,55,239206412,0.012939,0.548761,0.027062,9.6e-05,0.29784,0.004736,0.000124,2.949034,0.000436,0,0,0,0,0,0,0,0,0,0,True,True,0,0,0
sliding,A1,6,0.578026,1.998916,0.710493,22,66,239206412,0.017804,0.531429,0.028059,9.8e-05,0.292813,0.004792,0.000124,1.998283,0.000509,0,0,0,0,0,0,0,0,0,0,True,True,0,0,0
sliding,A1,7,0.700553,2.005858,0.713828,22,77,239206412,0.01368,0.65658,0.029517,0.000107,0.323341,0.004902,0.00015,2.005189,0.000519,0,0,0,0,0,0,0,0,0,0,True,True,0,0,0
sliding,A1,8,0.624741,1.7995,0.722103,22,88,239206412,0.010887,0.582434,0.030594,0.000105,0.308859,0.004631,0.000138,1.798875,0.000487,0,0,0,0,0,0,0,0,0,0,True,True,0,0,0
sliding,A1,9,0.643766,2.23473,0.720395,22,99,239206412,0.018288,0.591942,0.032748,0.000111,0.310113,0.00505,0.000138,2.234096,0.000496,0,0,0,0,0,0,0,0,0,0,True,True,0,0,0
sliding,A1,10,0.634885,1.917747,0.744842,22,110,239206412,0.012995,0.588588,0.032531,0.000119,0.309063,0.005147,0.000122,1.917091,0.000534,0,0,0,0,0,0,0,0,0,0,True,True,0,0,0
sliding,A1,11,0.655448,2.407895,0.770322,22,121,239206412,0.012575,0.595437,0.046581,0.000113,0.315036,0.005176,0.000126,2.407252,0.000517,0,0,0,0,0,0,0,0,0,0,True,True,0,0,0
sliding,A1,12,0.684065,2.357805,0.753302,22,132,239206412,0.018623,0.630431,0.03415,0.000118,0.327089,0.005303,0.000132,2.357142,0.000531,0,0,0,0,0,0,0,0,0,0,True,True,0,0,0
sliding,A1,13,0.681975,2.396514,0.76034,22,143,239206412,0.018801,0.628148,0.034202,8.3e-05,0.326765,0.005326,0.000136,2.395834,0.000544,0,0,0,0,0,0,0,0,0,0,True,True,0,0,0
sliding,A1,14,0.715122,2.150046,0.834609,22,154,239206412,0.019805,0.660108,0.034411,8.8e-05,0.373608,0.005283,0.000132,2.14941,0.000504,0,0,0,0,0,0,0,0,0,0,True,True,0,0,0
sliding,A1,15,0.667862,2.431032,0.825238,22,165,239206412,0.01875,0.612991,0.035214,9.1e-05,0.387785,0.005846,0.000151,2.43029,0.000591,0,0,0,0,0,0,0,0,0,0,True,True,0,0,0
sliding,A1,16,0.714393,2.425977,0.797404,22,176,239206412,0.020356,0.658128,0.034977,8.8e-05,0.347739,0.005662,0.000145,2.425263,0.000569,0,0,0,0,0,0,0,0,0,0,True,True,0,0,0
sliding,A1,17,0.715643,2.066191,0.852589,22,187,239206412,0.0442,0.635024,0.035497,9e-05,0.381526,0.005998,0.000158,2.065542,0.000491,0,0,0,0,0,0,0,0,0,0,True,True,0,0,0
sliding,A1,18,0.728778,1.911128,0.848698,22,198,239206412,0.022305,0.667783,0.037694,9.7e-05,0.415548,0.00627,0.000168,1.910369,0.000591,0,0,0,0,0,0,0,0,0,0,True,True,0,0,0
sliding,A1,19,0.726148,2.225118,0.88706,22,209,239206412,0.022519,0.665858,0.036773,0.000103,0.419445,0.005881,0.000145,2.224427,0.000546,0,0,0,0,0,0,0,0,0,0,True,True,0,0,0
tower64-cold,A0,0,202.345081,110.274218,8.791942,22,0,239206412,0.367526,115.010428,1.91758,85.048519,4.234543,37.745808,9.5e-05,110.101732,0.172391,137,0,0,1,1,1,2304,4788,0,0,True,True,0,0,0
tower64-cold,A0,1,17.890006,107.495755,9.206192,22,11,239206412,0.424994,0.565172,1.390645,15.508487,3.428442,1.240577,9.5e-05,107.299731,0.195929,137,0,0,1,1,1,2304,4788,0,0,True,True,0,0,0
tower64-cold,A0,2,21.535121,107.94321,13.457639,22,22,239206412,0.422592,0.621116,1.458662,19.031924,4.391751,1.752826,0.000123,107.685532,0.257555,137,0,0,1,1,1,2304,4788,0,0,True,True,0,0,0
tower64-cold,A0,3,25.819159,107.912894,16.774013,22,33,239206412,0.612724,0.828989,2.175407,22.201021,5.17602,2.122244,0.00017,107.744713,0.168011,137,0,0,1,1,1,2304,4788,0,0,True,True,0,0,0
tower64-cold,A0,4,38.653895,108.61518,15.754121,22,44,239206412,0.753414,0.953846,2.696523,34.248897,5.475304,2.10751,0.000164,108.344568,0.270448,137,0,0,1,1,1,2304,4788,0,0,True,True,0,0,0
tower64-cold,A0,5,30.266319,107.446792,22.190652,22,55,239206412,0.732217,0.977151,2.717429,25.838291,5.577455,2.127479,0.000164,107.276529,0.170099,137,0,0,1,1,1,2304,4788,0,0,True,True,0,0,0
tower64-cold,A0,6,30.80483,108.186466,16.043615,22,66,239206412,0.762316,1.070685,2.740623,26.230026,5.655093,2.133694,0.000161,108.017933,0.168372,137,0,0,1,1,1,2304,4788,0,0,True,True,0,0,0
tower64-cold,A0,7,31.382505,107.870931,16.340854,22,77,239206412,0.767114,1.337217,2.720129,26.556801,6.01149,2.274819,0.000164,107.7934,0.077367,137,0,0,1,1,1,2304,4788,0,0,True,True,0,0,0
tower64-cold,A0,8,35.925888,108.189312,16.193002,22,88,239206412,0.762264,1.020178,2.715268,31.426901,5.618431,2.150297,0.000154,107.998952,0.190206,137,0,0,1,1,1,2304,4788,0,0,True,True,0,0,0
tower64-cold,A0,9,30.438581,107.768759,15.853948,22,99,239206412,0.763092,1.000968,2.721895,25.951455,5.276774,2.106941,0.00017,107.603998,0.164591,137,0,0,1,1,1,2304,4788,0,0,True,True,0,0,0
tower64-cold,A0,10,30.115295,108.154334,16.02141,22,110,239206412,0.717527,0.949711,2.676845,25.769885,5.483273,2.135959,0.000184,107.962019,0.192131,137,0,0,1,1,1,2304,4788,0,0,True,True,0,0,0
tower64-cold,A0,11,30.157167,107.486178,16.636714,22,121,239206412,0.740434,0.973206,2.701379,25.740985,5.483006,2.135871,0.000164,107.318839,0.167175,137,0,0,1,1,1,2304,4788,0,0,True,True,0,0,0
tower64-cold,A0,12,31.566369,106.827847,16.392173,22,132,239206412,0.750469,0.971473,2.714978,27.128212,5.571211,1.795599,0.000187,106.63688,0.19078,137,0,0,1,1,1,2304,4788,0,0,True,True,0,0,0
tower64-cold,A0,13,31.31256,108.035118,15.71093,22,143,239206412,0.771318,1.739916,2.723754,26.076382,5.663928,2.101595,0.000201,107.875402,0.159515,137,0,0,1,1,1,2304,4788,0,0,True,True,0,0,0
tower64-cold,A0,14,29.776908,107.682837,19.107726,22,154,239206412,0.733274,0.872634,2.678905,25.491004,5.085006,2.213305,0.000171,107.601241,0.081425,137,0,0,1,1,1,2304,4788,0,0,True,True,0,0,0
tower64-cold,A0,15,31.194668,107.831195,16.360071,22,165,239206412,0.746747,0.924268,2.703178,26.819233,5.666451,2.145942,0.000183,107.652864,0.178148,137,0,0,1,1,1,2304,4788,0,0,True,True,0,0,0
tower64-cold,A0,16,29.960083,107.318577,16.017197,22,176,239206412,0.75774,1.002173,2.704743,25.494256,5.587583,2.123219,0.000214,107.144976,0.173387,137,0,0,1,1,1,2304,4788,0,0,True,True,0,0,0
tower64-cold,A0,17,37.180755,107.659658,15.86975,22,187,239206412,0.757528,0.991961,2.72129,32.7088,5.521276,2.129204,0.000198,107.466381,0.193079,137,0,0,1,1,1,2304,4788,0,0,True,True,0,0,0
tower64-cold,A0,18,30.197846,107.295169,16.249606,22,198,239206412,0.709239,0.962525,2.741642,25.783247,5.498557,2.144937,0.000197,107.029072,0.2659,137,0,0,1,1,1,2304,4788,0,0,True,True,0,0,0
tower64-cold,A0,19,34.975725,107.710058,16.458149,22,209,239206412,0.797726,1.002342,2.734731,30.439653,5.639059,2.216073,0.000218,107.576199,0.133641,137,0,0,1,1,1,2304,4788,0,0,True,True,0,0,0
tower64-cold,A1,0,227.442002,111.560704,9.769128,22,0,239206412,0.42523,129.791739,2.184906,95.039054,4.698685,54.79896,0.000145,111.324355,0.236204,137,0,0,1,1,1,2304,4788,0,0,True,True,0,0,0
tower64-cold,A1,1,19.609646,107.542053,16.566859,22,11,239206412,0.444881,0.660635,1.517032,16.986222,3.742344,2.12758,0.000128,107.310859,0.231066,137,0,0,1,1,1,2304,4788,0,0,True,True,0,0,0
tower64-cold,A1,2,29.846113,109.082168,16.165814,22,22,239206412,0.748471,1.015819,2.760543,25.319941,4.935958,2.029471,0.000212,108.892421,0.189535,137,0,0,1,1,1,2304,4788,0,0,True,True,0,0,0
tower64-cold,A1,3,30.480449,108.638721,17.796484,22,33,239206412,0.746988,0.969754,2.724793,26.037479,5.468061,2.160598,0.000184,108.470513,0.168024,137,0,0,1,1,1,2304,4788,0,0,True,True,0,0,0
tower64-cold,A1,4,31.021426,107.382919,15.862515,22,44,239206412,0.786902,1.033468,2.778074,26.421663,5.533863,2.090851,0.000224,107.212071,0.170624,137,0,0,1,1,1,2304,4788,0,0,True,True,0,0,0
tower64-cold,A1,5,29.717281,107.936802,20.348562,22,55,239206412,0.757562,0.879963,2.721103,25.357287,5.67419,2.224477,0.000236,107.828402,0.108164,137,0,0,1,1,1,2304,4788,0,0,True,True,0,0,0
tower64-cold,A1,6,31.04103,107.513903,16.063299,22,66,239206412,0.770299,1.054531,2.747011,26.467972,5.613728,2.13943,0.000246,107.327025,0.186632,137,0,0,1,1,1,2304,4788,0,0,True,True,0,0,0
tower64-cold,A1,7,30.507314,106.962494,24.235443,22,77,239206412,0.744526,1.297921,2.711537,25.751964,5.556236,2.088689,0.000247,106.786701,0.175546,137,0,0,1,1,1,2304,4788,0,0,True,True,0,0,0
tower64-cold,A1,8,31.073813,107.196535,16.601434,22,88,239206412,0.769879,0.985574,2.738989,26.578121,5.62954,2.227769,0.000245,107.112988,0.083302,137,0,0,1,1,1,2304,4788,0,0,True,True,0,0,0
tower64-cold,A1,9,30.480687,107.363012,16.550325,22,99,239206412,0.772875,0.944357,2.779972,25.98219,4.790305,2.107696,0.000205,107.061426,0.301381,137,0,0,1,1,1,2304,4788,0,0,True,True,0,0,0
tower64-cold,A1,10,44.374306,110.09466,16.199975,22,110,239206412,0.748294,1.00656,2.752956,39.865216,5.553864,2.102488,0.000253,109.898617,0.19579,137,0,0,1,1,1,2304,4788,0,0,True,True,0,0,0
tower64-cold,A1,11,30.49897,108.029433,23.553392,22,121,239206412,0.765252,0.988763,2.736667,26.006953,5.538828,2.107843,0.000217,107.84515,0.184066,137,0,0,1,1,1,2304,4788,0,0,True,True,0,0,0
tower64-cold,A1,12,30.612097,108.77088,16.501413,22,132,239206412,0.752299,1.009164,2.734548,26.114803,5.201371,2.173057,0.000231,108.55288,0.217769,137,0,0,1,1,1,2304,4788,0,0,True,True,0,0,0
tower64-cold,A1,13,30.50027,108.204415,16.617118,22,143,239206412,0.770599,1.028099,2.741385,25.95878,5.008651,2.148617,0.000226,108.025217,0.178972,137,0,0,1,1,1,2304,4788,0,0,True,True,0,0,0
tower64-cold,A1,14,30.959325,107.597199,16.102735,22,154,239206412,0.731983,0.93423,2.769772,26.521931,5.594779,2.173604,0.000237,107.365024,0.231938,137,0,0,1,1,1,2304,4788,0,0,True,True,0,0,0
tower64-cold,A1,15,30.665614,107.12808,18.142183,22,165,239206412,0.771472,1.033411,2.786239,26.072965,5.571411,2.132572,0.000261,106.936072,0.191747,137,0,0,1,1,1,2304,4788,0,0,True,True,0,0,0
tower64-cold,A1,16,30.369333,108.079925,16.908646,22,176,239206412,0.763191,0.90082,2.748656,25.955436,5.212126,2.281723,0.00017,108.021505,0.05825,137,0,0,1,1,1,2304,4788,0,0,True,True,0,0,0
