run,step,complete_step_ms,command_ms,physics_step_ms,completion_ms,resim_passes,stress_passes,contacts_frame,bonds_broken,stress_iterations
idle-256-B-0,210.0,1.547506,0.00019,1.360257,0.1870590000000001,0.0,1.0,0.0,0.0,0.0
idle-256-B-0,211.0,1.277182,0.000301,1.099009,0.17787200000000003,0.0,1.0,0.0,0.0,0.0
idle-256-B-0,212.0,1.332635,0.000221,1.137189,0.19522499999999998,0.0,1.0,0.0,0.0,0.0
idle-256-B-0,213.0,1.522783,0.000202,1.354293,0.168288,0.0,1.0,0.0,0.0,0.0
idle-256-B-0,214.0,1.386958,0.000299,1.217187,0.16947199999999984,0.0,1.0,0.0,0.0,0.0
idle-256-B-0,215.0,1.444753,0.000194,1.248805,0.19575399999999998,0.0,1.0,0.0,0.0,0.0
idle-256-B-0,216.0,1.373968,0.000191,1.194909,0.17886800000000003,0.0,1.0,0.0,0.0,0.0
idle-256-B-0,217.0,1.451298,0.000199,1.286725,0.16437400000000002,0.0,1.0,0.0,0.0,0.0
idle-256-B-0,218.0,1.507071,0.000212,1.326474,0.18038500000000002,0.0,1.0,0.0,0.0,0.0
idle-256-B-0,219.0,1.304951,0.000253,1.142516,0.16218199999999983,0.0,1.0,0.0,0.0,0.0
idle-256-B-0,220.0,1.332005,0.00018,1.114385,0.21744000000000008,0.0,1.0,0.0,0.0,0.0
idle-256-B-0,221.0,1.421053,0.000174,1.24603,0.17484900000000003,0.0,1.0,0.0,0.0,0.0
idle-256-B-0,222.0,1.409677,0.000237,1.159496,0.24994399999999994,0.0,1.0,0.0,0.0,0.0
idle-256-B-0,223.0,1.321898,0.00022,1.162327,0.1593509999999998,0.0,1.0,0.0,0.0,0.0
idle-256-B-0,224.0,1.351165,0.000247,1.143378,0.20753999999999984,0.0,1.0,0.0,0.0,0.0
idle-256-B-0,225.0,1.278997,0.000212,1.117131,0.16165399999999974,0.0,1.0,0.0,0.0,0.0
idle-256-B-0,226.0,1.40735,0.000232,1.249478,0.15764,0.0,1.0,0.0,0.0,0.0
idle-256-B-0,227.0,1.458792,0.000227,1.275945,0.18262,0.0,1.0,0.0,0.0,0.0
idle-256-B-0,228.0,1.321788,0.000201,1.160082,0.161505,0.0,1.0,0.0,0.0,0.0
idle-256-B-0,229.0,1.40578,0.000204,1.246222,0.159354,0.0,1.0,0.0,0.0,0.0
idle-256-B-0,230.0,1.444392,0.000219,1.266771,0.17740199999999984,0.0,1.0,0.0,0.0,0.0
idle-256-B-0,231.0,1.352521,0.000192,1.222612,0.12971700000000008,0.0,1.0,0.0,0.0,0.0
idle-256-B-0,232.0,1.388457,0.000329,1.220094,0.16803400000000002,0.0,1.0,0.0,0.0,0.0
idle-256-B-0,233.0,1.355956,0.000221,1.136153,0.21958199999999994,0.0,1.0,0.0,0.0,0.0
idle-256-B-0,234.0,1.381801,0.000187,1.201153,0.1804610000000002,0.0,1.0,0.0,0.0,0.0
idle-256-B-0,235.0,1.308586,0.000175,1.140369,0.16804200000000002,0.0,1.0,0.0,0.0,0.0
idle-256-B-0,236.0,1.44939,0.000193,1.237515,0.21168199999999993,0.0,1.0,0.0,0.0,0.0
idle-256-B-0,237.0,1.264187,0.000221,1.126912,0.137054,0.0,1.0,0.0,0.0,0.0
idle-256-B-0,238.0,1.291279,0.000271,1.092133,0.19887500000000014,0.0,1.0,0.0,0.0,0.0
idle-256-B-0,239.0,1.446626,0.000172,1.269217,0.17723699999999987,0.0,1.0,0.0,0.0,0.0
