scenario,arm,repeat,complete_step_ms,command_ms,simulate_fetch_ms,completion_ms,restore_ms,stress_iterations
destruction-cold,B,1,3.566585,9.7e-05,3.406774,0.159714,5.522099,1
destruction-cold,B,2,3.287283,0.00012,3.125683,0.16148,5.64786,1
destruction-cold,B,3,3.027886,0.000115,2.862174,0.165597,5.459988,1
destruction-cold,B,4,3.068125,0.000126,2.908978,0.159021,5.486593,1
destruction-cold,B,5,3.740956,0.000121,3.564869,0.175966,5.473209,1
destruction-cold,B,6,3.271489,0.0001,3.114934,0.156455,5.460613,1
destruction-cold,B,7,3.079824,0.000124,2.914139,0.165561,5.969264,1
destruction-cold,B,8,3.463562,0.000107,3.289043,0.174412,5.588513,1
destruction-cold,B,9,3.101555,0.000124,2.94027,0.161161,5.589185,1
destruction-cold,B,10,3.070619,0.000146,2.907927,0.162546,5.651559,1
destruction-cold,B,11,3.08338,0.000119,2.921701,0.16156,5.498706,1
destruction-cold,B,12,3.39307,0.000126,3.239017,0.153927,5.508396,1
destruction-cold,B,13,3.450912,0.000115,3.280275,0.170522,5.431849,1
destruction-cold,B,14,3.027144,0.00012,2.866595,0.160429,6.07009,1
destruction-cold,B,15,3.245749,0.00012,3.080444,0.165185,5.45573,1
destruction-cold,B,16,3.469414,9.9e-05,3.297744,0.171571,5.412293,1
destruction-cold,B,17,3.068507,9.8e-05,2.884038,0.184371,5.535903,1
destruction-cold,B,18,3.411613,9.9e-05,3.250714,0.1608,6.639517,1
destruction-cold,B,19,2.958053,0.00013,2.795076,0.162847,5.568805,1
destruction-cold,A1,0,6.634902,0.000161,6.455565,0.179176,212.010895,1
destruction-cold,A1,1,2.857397,0.000115,2.677298,0.179984,5.89786,1
destruction-cold,A1,2,2.126429,0.000102,1.969431,0.156896,5.982628,1
destruction-cold,A1,3,2.075237,0.000139,1.911438,0.16366,5.332351,1
destruction-cold,A1,4,2.142156,0.000113,1.984333,0.15771,5.770138,1
destruction-cold,A1,5,2.960203,0.000111,2.802634,0.157458,6.205307,1
destruction-cold,A1,6,2.193952,0.000109,2.022478,0.171365,5.582571,1
destruction-cold,A1,7,2.257269,0.000448,2.09886,0.157961,5.638664,1
destruction-cold,A1,8,2.630927,0.000104,2.454058,0.176765,5.50935,1
destruction-cold,A1,9,2.3284,0.000108,2.175045,0.153247,5.974571,1
destruction-cold,A1,10,1.963937,0.000102,1.805686,0.158149,5.532814,1
destruction-cold,A1,11,2.196276,0.000109,2.034711,0.161456,5.443579,1
destruction-cold,A1,12,2.052239,0.000112,1.891752,0.160375,5.531706,1
destruction-cold,A1,13,2.665093,0.000113,2.507159,0.157821,5.308944,1
destruction-cold,A1,14,2.147759,0.00014,1.976026,0.171593,5.871579,1
destruction-cold,A1,15,2.579656,0.00012,2.402835,0.176701,5.420707,1
destruction-cold,A1,16,2.201046,0.000111,2.031878,0.169057,5.757252,1
destruction-cold,A1,17,2.932662,9.7e-05,2.77007,0.162495,5.399316,1
destruction-cold,A1,18,3.786511,9.7e-05,3.626229,0.160185,6.065136,1
destruction-cold,A1,19,1.803476,0.000112,1.653803,0.149561,6.028901,1
destruction-damaged,A0,0,6.784647,7.5e-05,6.617847,0.166725,204.214414,1
destruction-damaged,A0,1,3.265596,8.6e-05,3.114894,0.150616,5.360437,1
destruction-damaged,A0,2,3.00678,6.7e-05,2.849896,0.156817,5.369609,1
destruction-damaged,A0,3,3.078247,6.8e-05,2.91062,0.167559,5.45783,1
destruction-damaged,A0,4,3.345476,6.4e-05,3.190964,0.154448,5.830993,1
destruction-damaged,A0,5,3.249956,9.7e-05,3.067524,0.182335,5.990662,1
destruction-damaged,A0,6,2.952071,6.4e-05,2.797102,0.154905,5.410341,1
destruction-damaged,A0,7,3.077585,6.3e-05,2.924123,0.153399,5.687341,1
destruction-damaged,A0,8,3.304776,6.8e-05,3.151657,0.153051,5.558265,1
destruction-damaged,A0,9,3.158719,6.8e-05,2.99963,0.159021,5.668218,1
destruction-damaged,A0,10,2.267792,6.4e-05,2.112541,0.155187,5.404488,1
destruction-damaged,A0,11,2.05525,7.5e-05,1.889445,0.16573,5.763471,1
destruction-damaged,A0,12,2.510607,6.8e-05,2.357399,0.15314,6.082661,1
destruction-damaged,A0,13,2.137161,7.9e-05,1.971989,0.165093,5.322296,1
destruction-damaged,A0,14,1.873915,7.9e-05,1.702036,0.1718,5.56656,1
destruction-damaged,A0,15,2.875994,6.6e-05,2.724769,0.151159,5.243339,1
destruction-damaged,A0,16,2.617939,6.7e-05,2.449434,0.168438,6.484841,1
destruction-damaged,A0,17,3.559446,7.1e-05,3.404658,0.154717,11.346893,1
destruction-damaged,A0,18,3.096726,7.5e-05,2.939265,0.157386,5.263912,1
destruction-damaged,A0,19,3.256212,8.2e-05,3.089917,0.166213,5.176625,1
destruction-damaged,B,0,7.226662,0.00012,7.055309,0.171233,218.639682,1
destruction-damaged,B,1,3.540607,9.1e-05,3.375204,0.165312,5.9819,1
destruction-damaged,B,2,3.14262,9.1e-05,2.977936,0.164593,6.02351,1
destruction-damaged,B,3,3.145208,9.4e-05,2.977004,0.16811,6.039698,1
destruction-damaged,B,4,2.95481,9.2e-05,2.7883,0.166418,5.973132,1
destruction-damaged,B,5,2.905006,9.1e-05,2.738779,0.166136,6.064257,1
destruction-damaged,B,6,3.211214,9.2e-05,3.037948,0.173174,5.975781,1
destruction-damaged,B,7,3.031371,0.000118,2.864882,0.166371,6.036224,1
destruction-damaged,B,8,3.319162,0.000127,3.136718,0.182317,6.088625,1
destruction-damaged,B,9,3.286238,0.000119,3.112105,0.174014,6.070298,1
destruction-damaged,B,10,3.606351,0.000127,3.412584,0.19364,6.09406,1
destruction-damaged,B,11,3.184715,9.2e-05,3.018348,0.166275,6.406405,1
destruction-damaged,B,12,3.014096,0.0001,2.84661,0.167386,6.054175,1
destruction-damaged,B,13,3.004515,0.00012,2.835522,0.168873,5.847038,1
destruction-damaged,B,14,3.256643,9.2e-05,3.089654,0.166897,7.227277,1
destruction-damaged,B,15,3.3154,0.000104,3.147126,0.16817,7.082068,1
destruction-damaged,B,16,2.953869,0.000112,2.784056,0.169701,5.743121,1
destruction-damaged,B,17,4.252133,8.1e-05,4.093275,0.158777,5.694948,1
destruction-damaged,B,18,3.063898,8.1e-05,2.90331,0.160507,5.660436,1
destruction-damaged,B,19,2.956931,0.00011,2.779994,0.176827,5.493676,1
destruction-damaged,A1,0,7.22617,9.6e-05,7.064968,0.161106,208.183475,1
destruction-damaged,A1,1,3.808851,8.5e-05,3.652903,0.155863,5.465992,1
destruction-damaged,A1,2,3.163864,8.4e-05,2.997597,0.166183,5.371577,1
destruction-damaged,A1,3,3.190577,8.2e-05,3.034625,0.15587,5.352531,1
destruction-damaged,A1,4,3.124106,8.2e-05,2.962342,0.161682,5.305096,1
destruction-damaged,A1,5,3.678674,8e-05,3.517001,0.161593,5.242646,1
destruction-damaged,A1,6,3.167857,8.8e-05,3.010495,0.157274,5.381365,1
destruction-damaged,A1,7,3.469673,6.5e-05,3.302289,0.167319,5.501689,1
destruction-damaged,A1,8,2.955424,8e-05,2.802923,0.152421,5.370772,1
destruction-damaged,A1,9,3.135517,8.9e-05,2.985244,0.150184,5.331945,1
destruction-damaged,A1,10,3.228636,8.6e-05,3.073721,0.154829,5.412215,1
destruction-damaged,A1,11,3.233272,9.2e-05,3.077821,0.155359,5.397134,1
destruction-damaged,A1,12,3.181702,8.1e-05,3.027953,0.153668,5.373638,1
destruction-damaged,A1,13,3.903889,8.8e-05,3.721969,0.181832,6.051496,1
destruction-damaged,A1,14,3.099785,8.1e-05,2.919026,0.180678,6.83952,1
destruction-damaged,A1,15,3.049803,8.5e-05,2.894339,0.155379,5.325402,1
destruction-damaged,A1,16,3.029206,8.3e-05,2.878949,0.150174,5.413906,1
destruction-damaged,A1,17,3.66277,8.3e-05,3.509164,0.153523,5.352369,1
destruction-damaged,A1,18,3.985197,9e-05,3.826998,0.158109,6.639745,1
destruction-damaged,A1,19,3.256372,8.5e-05,3.071075,0.185212,5.6814,1
destruction-fractured,A0,0,9.357663,0.000155,9.178835,0.178673,221.029423,0
destruction-fractured,A0,1,4.831954,0.000116,4.662686,0.169152,6.18615,0
destruction-fractured,A0,2,4.887055,0.00011,4.72176,0.165185,5.974134,0
destruction-fractured,A0,3,2.958197,0.000117,2.778438,0.179642,5.968331,0
destruction-fractured,A0,4,3.339232,0.000139,3.170361,0.168732,5.964523,0
destruction-fractured,A0,5,3.350718,0.000117,3.215335,0.135266,7.596438,0
destruction-fractured,A0,6,5.306258,0.000148,5.110767,0.195343,6.28925,0
destruction-fractured,A0,7,4.849068,0.00014,4.685322,0.163606,6.539564,0
destruction-fractured,A0,8,5.381327,0.00014,5.1099,0.271287,6.065455,0
destruction-fractured,A0,9,4.961337,0.000145,4.743128,0.218064,6.486918,0
destruction-fractured,A0,10,5.005024,0.000122,4.814148,0.190754,6.505523,0
destruction-fractured,A0,11,4.802845,0.000106,4.611073,0.191666,5.819218,0
destruction-fractured,A0,12,4.478811,0.000131,4.362448,0.116232,5.552043,0
destruction-fractured,A0,13,5.013748,0.000133,4.844638,0.168977,5.742909,0
destruction-fractured,A0,14,5.45604,0.000125,5.281359,0.174556,6.880317,0
destruction-fractured,A0,15,4.58714,0.000126,4.411514,0.1755,5.727229,0
destruction-fractured,A0,16,4.451528,0.000105,4.285956,0.165467,5.666548,0
destruction-fractured,A0,17,4.597426,0.00012,4.428128,0.169178,7.19724,0
destruction-fractured,A0,18,4.491752,9.5e-05,4.319439,0.172218,5.724898,0
destruction-fractured,A0,19,4.770788,0.000125,4.588312,0.182351,5.724846,0
destruction-fractured,B,0,10.369509,0.000106,10.19932,0.170083,217.006028,0
destruction-fractured,B,1,5.905831,0.00032,5.705732,0.199779,6.091571,0
destruction-fractured,B,2,5.096192,0.000106,4.8722,0.223886,6.042515,0
destruction-fractured,B,3,5.175734,0.000139,4.937798,0.237797,5.985207,0
destruction-fractured,B,4,4.811324,0.000115,4.546939,0.26427,6.1412,0
destruction-fractured,B,5,5.138862,0.000129,4.9328,0.205933,6.321606,0
destruction-fractured,B,6,4.596046,0.000147,4.398004,0.197895,6.153428,0
destruction-fractured,B,7,5.36603,0.000157,5.196757,0.169116,6.127228,0
destruction-fractured,B,8,5.498338,0.000129,5.308916,0.189293,5.996547,0
destruction-fractured,B,9,4.994422,0.000136,4.807443,0.186843,6.427852,0
destruction-fractured,B,10,9.738795,0.000148,9.645099,0.093548,6.952477,0
destruction-fractured,B,11,4.181518,0.000121,3.607918,0.573479,5.816971,0
destruction-fractured,B,12,8.795346,0.00023,8.534901,0.260215,10.717039,0
destruction-fractured,B,13,5.075793,0.000247,4.807764,0.267782,10.17935,0
destruction-fractured,B,14,4.877795,0.000281,4.734516,0.142998,9.820831,0
destruction-fractured,B,15,5.730383,0.000211,5.50981,0.220362,9.161207,0
destruction-fractured,B,16,4.727574,0.000231,4.497701,0.229642,9.33388,0
destruction-fractured,B,17,4.786887,0.000235,4.57715,0.209502,8.614291,0
destruction-fractured,B,18,4.661172,0.000211,4.442731,0.21823,8.041819,0
destruction-fractured,B,19,4.603483,0.000212,4.378814,0.224457,7.673665,0
destruction-fractured,A1,0,10.152203,0.000117,9.989992,0.162094,206.978506,0
destruction-fractured,A1,1,4.920506,0.000127,4.760149,0.16023,5.888888,0
destruction-fractured,A1,2,5.440733,0.000115,5.280197,0.160421,5.799412,0
destruction-fractured,A1,3,4.562672,0.00011,4.404422,0.15814,5.724713,0
destruction-fractured,A1,4,5.493578,0.000116,5.315754,0.177708,5.737361,0
destruction-fractured,A1,5,4.759055,0.000115,4.585962,0.172978,5.676784,0
destruction-fractured,A1,6,4.694433,0.000124,4.536888,0.157421,5.800173,0
destruction-fractured,A1,7,4.682964,0.000132,4.512619,0.170213,5.951139,0
destruction-fractured,A1,8,4.356155,0.000113,4.180352,0.17569,5.743034,0
destruction-fractured,A1,9,4.501378,0.000116,4.342064,0.159198,5.464127,0
destruction-fractured,A1,10,6.23898,0.000106,6.077918,0.160956,5.553218,0
destruction-fractured,A1,11,5.905512,0.00012,5.749599,0.155793,6.400436,0
destruction-fractured,A1,12,5.10926,0.000127,4.951119,0.158014,5.650182,0
destruction-fractured,A1,13,4.637763,0.000122,4.473336,0.164305,5.929211,0
destruction-fractured,A1,14,4.653085,0.000111,4.496004,0.15697,6.216398,0
destruction-fractured,A1,15,4.66978,0.000141,4.50938,0.160259,7.825744,0
destruction-fractured,A1,16,4.813428,0.000102,4.623274,0.190052,5.741643,0
destruction-fractured,A1,17,5.975344,0.000127,5.809074,0.166143,6.139359,0
destruction-fractured,A1,18,4.715931,0.000109,4.558456,0.157366,5.763307,0
destruction-fractured,A1,19,4.537206,0.000111,4.374941,0.162154,5.78712,0
destruction-intact,A0,0,6.459831,0.000126,6.325289,0.134416,208.244642,1
destruction-intact,A0,1,3.214924,8.9e-05,3.079242,0.135593,5.6093,1
destruction-intact,A0,2,3.28732,8.3e-05,3.114858,0.172379,5.741776,1
destruction-intact,A0,3,3.396427,8.9e-05,3.262948,0.13339,5.609529,1
destruction-intact,A0,4,2.895347,9.5e-05,2.774016,0.121236,5.393186,1
destruction-intact,A0,5,2.962469,9.6e-05,2.824983,0.13739,5.221294,1
destruction-intact,A0,6,3.077124,8.8e-05,2.956376,0.12066,5.135526,1
destruction-intact,A0,7,3.045776,0.00011,2.922325,0.123341,5.539425,1
destruction-intact,A0,8,3.142724,8.4e-05,3.007616,0.135024,5.105384,1
destruction-intact,A0,9,2.95082,9.6e-05,2.830464,0.12026,5.275066,1
destruction-intact,A0,10,2.879954,9.1e-05,2.756953,0.12291,5.181358,1
destruction-intact,A0,11,3.714042,0.000106,3.576837,0.137099,5.245535,1
destruction-intact,A0,12,3.002199,0.000103,2.879987,0.122109,5.217855,1
destruction-intact,A0,13,2.365634,8.5e-05,2.24402,0.121529,5.261215,1
destruction-intact,A0,14,2.764978,8.1e-05,2.677192,0.087705,6.24688,1
destruction-intact,A0,15,3.004962,6e-05,2.867282,0.13762,5.202961,1
destruction-intact,A0,16,3.162135,9.6e-05,3.040326,0.121713,5.071478,1
destruction-intact,A0,17,3.147399,9.3e-05,3.013464,0.133842,5.171615,1
destruction-intact,A0,18,3.932631,9.5e-05,3.796942,0.135594,6.020333,1
destruction-intact,A0,19,4.215403,8.8e-05,4.095138,0.120177,7.186273,1
destruction-intact,B,0,7.641911,6.4e-05,7.447271,0.194576,194.729751,1
destruction-intact,B,1,3.184699,6.8e-05,3.012666,0.171965,5.490431,1
destruction-intact,B,2,3.033049,8e-05,2.865195,0.167774,5.46928,1
destruction-intact,B,3,3.179975,9.5e-05,2.994266,0.185614,5.412034,1
destruction-intact,B,4,3.307429,0.000102,3.105534,0.201793,5.513165,1
destruction-intact,B,5,3.258599,9.6e-05,3.016954,0.241549,5.403986,1
destruction-intact,B,6,3.244451,9.9e-05,3.101448,0.142904,5.433914,1
destruction-intact,B,7,3.206695,9.3e-05,3.042608,0.163994,5.622309,1
destruction-intact,B,8,3.137752,0.000102,2.955747,0.181903,5.459619,1
destruction-intact,B,9,3.154611,8.4e-05,2.961062,0.193465,5.41222,1
destruction-intact,B,10,3.019857,9.5e-05,2.828106,0.191656,5.462903,1
destruction-intact,B,11,3.189847,0.000112,2.998157,0.191578,5.425951,1
destruction-intact,B,12,3.155386,0.000105,2.985472,0.169809,5.820088,1
destruction-intact,B,13,3.434638,0.000109,3.223032,0.211497,5.624274,1
destruction-intact,B,14,3.263874,0.000145,3.022016,0.241713,8.658428,1
destruction-intact,B,15,3.692959,0.000144,3.562527,0.130288,7.182856,1
destruction-intact,B,16,3.153466,0.000101,2.975101,0.178264,7.533626,1
destruction-intact,B,17,3.147589,0.000134,2.972658,0.174797,7.122422,1
destruction-intact,B,18,3.173493,0.00015,2.996662,0.176681,7.140945,1
destruction-intact,B,19,3.419225,0.000127,3.241428,0.17767,9.060245,1
destruction-intact,A1,0,6.086308,0.000108,5.899721,0.186479,202.159811,1
destruction-intact,A1,1,2.570231,0.000117,2.37712,0.192994,6.119642,1
destruction-intact,A1,2,2.863721,0.000108,2.690127,0.173486,5.849229,1
destruction-intact,A1,3,2.927236,0.000101,2.807853,0.119282,5.788362,1
destruction-intact,A1,4,2.521553,0.000135,2.381839,0.139579,5.778995,1
destruction-intact,A1,5,2.342097,8.9e-05,2.12892,0.213088,5.960044,1
destruction-intact,A1,6,2.363992,8.7e-05,2.134655,0.22925,5.761055,1
destruction-intact,A1,7,2.759518,0.000128,2.640452,0.118938,5.969118,1
destruction-intact,A1,8,2.402098,9.3e-05,2.228436,0.173569,5.667128,1
destruction-intact,A1,9,2.404839,0.000103,2.183882,0.220854,5.612307,1
destruction-intact,A1,10,2.578662,8.2e-05,2.400995,0.177585,5.40113,1
destruction-intact,A1,11,2.400917,8.1e-05,2.228346,0.17249,5.433002,1
destruction-intact,A1,12,2.543084,0.000104,2.35993,0.18305,5.435515,1
destruction-intact,A1,13,2.835243,8.1e-05,2.659329,0.175833,5.99279,1
destruction-intact,A1,14,2.184574,0.000105,1.993274,0.191195,7.693582,1
destruction-intact,A1,15,2.048229,0.000105,1.879652,0.168472,5.350427,1
destruction-intact,A1,16,2.710144,0.000102,2.536339,0.173703,5.462024,1
destruction-intact,A1,17,2.368729,0.000115,2.170604,0.19801,5.492514,1
destruction-intact,A1,18,2.58444,0.000102,2.333297,0.251041,5.995082,1
destruction-intact,A1,19,2.751324,9.3e-05,2.538801,0.21243,5.746056,1
destruction-onset,A0,0,7.451875,0.000122,7.349357,0.102396,227.54509,1
destruction-onset,A0,1,3.69713,8.6e-05,3.597625,0.099419,5.776824,1
destruction-onset,A0,2,3.714876,9.1e-05,3.615255,0.09953,5.849695,1
destruction-onset,A0,3,3.671077,9.6e-05,3.517256,0.153725,5.762336,1
destruction-onset,A0,4,3.708628,9.1e-05,3.493572,0.214965,5.763629,1
destruction-onset,A0,5,3.775517,0.000108,3.611473,0.163936,5.826068,1
destruction-onset,A0,6,4.029543,0.000115,3.872836,0.156592,5.82379,1
destruction-onset,A0,7,4.031287,0.000117,3.847446,0.183724,5.921425,1
destruction-onset,A0,8,3.647495,8.5e-05,3.487237,0.160173,5.941543,1
destruction-onset,A0,9,3.751673,0.000127,3.581405,0.170141,6.075281,1
destruction-onset,A0,10,3.512168,0.000111,3.365813,0.146244,5.752149,1
destruction-onset,A0,11,3.565638,7.8e-05,3.395067,0.170493,5.66906,1
destruction-onset,A0,12,4.010955,0.000119,3.844193,0.166643,7.898517,1
destruction-onset,A0,13,3.612135,0.000122,3.447278,0.164735,8.420336,1
destruction-onset,A0,14,4.004248,7.7e-05,3.827547,0.176624,5.910648,1
destruction-onset,A0,15,3.853636,0.00012,3.714307,0.139209,5.901535,1
destruction-onset,A0,16,4.460121,0.000101,4.291838,0.168182,6.231809,1
destruction-onset,A0,17,3.618059,7.4e-05,3.467091,0.150894,5.835182,1
destruction-onset,A0,18,5.0395,0.000115,4.883933,0.155452,6.25505,1
destruction-onset,A0,19,3.614194,0.000103,3.461893,0.152198,5.849704,1
destruction-onset,B,0,8.200174,0.000134,8.03587,0.16417,216.329827,1
destruction-onset,B,1,4.156604,0.000125,3.986465,0.170014,5.942645,1
destruction-onset,B,2,3.870445,0.000105,3.709299,0.161041,5.903568,1
destruction-onset,B,3,3.82641,0.000124,3.666136,0.16015,5.782055,1
destruction-onset,B,4,3.730441,0.000138,3.566465,0.163838,5.772668,1
destruction-onset,B,5,3.980928,0.000127,3.816908,0.163893,5.875113,1
destruction-onset,B,6,3.766979,0.000156,3.599933,0.16689,5.634379,1
destruction-onset,B,7,3.674978,0.000114,3.505113,0.169751,5.845044,1
destruction-onset,B,8,4.007073,0.00012,3.832824,0.174129,5.718202,1
destruction-onset,B,9,3.893706,0.000115,3.729237,0.164354,5.408895,1
destruction-onset,B,10,3.682501,0.000118,3.517334,0.165049,5.492569,1
destruction-onset,B,11,3.755949,0.000127,3.598812,0.15701,5.431696,1
destruction-onset,B,12,4.404394,0.000102,4.25021,0.154082,6.316367,1
destruction-onset,B,13,3.744113,0.000111,3.579346,0.164656,5.415972,1
destruction-onset,B,14,3.668956,0.000112,3.512109,0.156735,5.559697,1
destruction-onset,B,15,3.787111,0.000135,3.63052,0.156456,5.466497,1
destruction-onset,B,16,4.679688,0.000125,4.522482,0.157081,8.622057,1
destruction-onset,B,17,3.751706,9.3e-05,3.577664,0.173949,5.714882,1
destruction-onset,B,18,3.625672,0.000123,3.455664,0.169885,5.794094,1
destruction-onset,B,19,3.836371,0.00015,3.615916,0.220305,5.600027,1
destruction-onset,A1,0,5.251917,0.000106,5.09067,0.161141,198.105891,1
destruction-onset,A1,1,3.202774,8.4e-05,2.975356,0.227334,5.932117,1
destruction-onset,A1,2,3.693837,7.2e-05,3.484955,0.20881,5.651344,1
destruction-onset,A1,3,2.502423,0.000109,2.283982,0.218332,5.956968,1
destruction-onset,A1,4,3.622694,0.000119,3.390731,0.231844,5.830988,1
destruction-onset,A1,5,3.100663,7.6e-05,2.93776,0.162827,5.546188,1
destruction-onset,A1,6,2.880787,6.5e-05,2.708819,0.171903,5.754712,1
destruction-onset,A1,7,2.672671,0.000104,2.499229,0.173338,5.771717,1
destruction-onset,A1,8,2.907451,7.2e-05,2.743695,0.163684,5.847752,1
destruction-onset,A1,9,2.590527,0.000115,2.433077,0.157335,5.485535,1
destruction-onset,A1,10,2.251,8e-05,2.093676,0.157244,5.526235,1
destruction-onset,A1,11,3.164986,8.4e-05,2.969608,0.195294,5.931124,1
destruction-onset,A1,12,2.937808,0.000117,2.744519,0.193172,5.846703,1
destruction-onset,A1,13,2.846007,0.000118,2.638035,0.207854,5.723331,1
destruction-onset,A1,14,3.398398,9.1e-05,3.192163,0.206144,6.357075,1
destruction-onset,A1,15,2.755961,0.00012,2.674004,0.081837,5.196852,1
destruction-onset,A1,16,2.625813,9.3e-05,2.541622,0.084098,5.26075,1
destruction-onset,A1,17,2.65417,0.000113,2.573852,0.080205,5.211263,1
destruction-onset,A1,18,3.360672,0.000118,3.203186,0.157368,5.476437,1
destruction-onset,A1,19,3.564279,9.5e-05,3.407067,0.157117,6.539717,1
destruction-stimulus,A0,0,7.996117,0.022863,7.769624,0.20363,204.31126,1
destruction-stimulus,A0,1,4.070723,0.002298,3.916168,0.152257,6.313267,1
destruction-stimulus,A0,2,3.723791,0.00167,3.574898,0.147223,5.817748,1
destruction-stimulus,A0,3,3.395471,0.001462,3.227986,0.166023,5.852881,1
destruction-stimulus,A0,4,3.648831,0.001377,3.497166,0.150288,5.791656,1
destruction-stimulus,A0,5,3.180431,0.001831,3.028845,0.149755,5.647457,1
destruction-stimulus,A0,6,2.817865,0.001442,2.661134,0.155289,5.766529,1
destruction-stimulus,A0,7,3.041758,0.001588,2.890089,0.150081,5.82883,1
destruction-stimulus,A0,8,3.076718,0.001403,2.92322,0.152095,5.679286,1
destruction-stimulus,A0,9,2.58844,0.001719,2.425694,0.161027,5.630488,1
destruction-stimulus,A0,10,3.181232,0.00154,3.031035,0.148657,5.726398,1
destruction-stimulus,A0,11,3.804568,0.001574,3.653016,0.149978,5.591293,1
destruction-stimulus,A0,12,2.780309,0.001834,2.628841,0.149634,5.891094,1
destruction-stimulus,A0,13,2.630983,0.001365,2.480264,0.149354,5.903324,1
destruction-stimulus,A0,14,2.76534,0.001322,2.62188,0.142138,6.020612,1
destruction-stimulus,A0,15,3.091548,0.00139,2.933931,0.156227,5.211885,1
destruction-stimulus,A0,16,2.426656,0.001351,2.270282,0.155023,5.378427,1
destruction-stimulus,A0,17,2.507283,0.001343,2.365529,0.140411,5.250518,1
destruction-stimulus,A0,18,2.823029,0.001474,2.660952,0.160603,5.994013,1
destruction-stimulus,A0,19,2.427543,0.001489,2.285474,0.14058,7.274641,1
destruction-stimulus,B,0,7.89774,0.002984,7.744075,0.150681,193.332548,1
destruction-stimulus,B,1,4.015015,0.001816,3.863821,0.149378,5.486104,1
destruction-stimulus,B,2,3.948212,0.001876,3.785734,0.160602,5.427721,1
destruction-stimulus,B,3,3.863427,0.001408,3.716711,0.145308,7.170653,1
destruction-stimulus,B,4,3.719996,0.001795,3.559696,0.158505,5.393538,1
destruction-stimulus,B,5,3.682514,0.001711,3.542431,0.138372,5.478311,1
destruction-stimulus,B,6,3.795651,0.001518,3.64095,0.153183,5.43893,1
destruction-stimulus,B,7,3.745838,0.001594,3.59403,0.150214,5.556238,1
destruction-stimulus,B,8,3.77717,0.001751,3.618158,0.157261,5.409649,1
destruction-stimulus,B,9,3.688498,0.001998,3.54026,0.14624,5.379696,1
destruction-stimulus,B,10,3.563471,0.001516,3.417135,0.14482,5.441057,1
destruction-stimulus,B,11,3.767424,0.001902,3.620328,0.145194,5.396075,1
destruction-stimulus,B,12,3.841658,0.001519,3.689971,0.150168,5.552232,1
destruction-stimulus,B,13,3.81352,0.001532,3.667166,0.144822,5.513568,1
destruction-stimulus,B,14,3.739204,0.001531,3.583808,0.153865,5.683253,1
destruction-stimulus,B,15,3.698264,0.001752,3.54057,0.155942,5.297072,1
destruction-stimulus,B,16,4.456376,0.001599,4.305673,0.149104,7.141621,1
destruction-stimulus,B,17,3.896718,0.001605,3.749029,0.146084,5.358074,1
destruction-stimulus,B,18,3.668246,0.001531,3.494221,0.172494,5.812746,1
destruction-stimulus,B,19,3.756255,0.001546,3.604233,0.150476,5.310431,1
destruction-stimulus,A1,0,6.705431,0.002877,6.567453,0.135101,206.855401,1
destruction-stimulus,A1,1,2.863168,0.001762,2.724941,0.136465,5.855442,1
destruction-stimulus,A1,2,3.133854,0.001698,3.00132,0.130836,5.776894,1
destruction-stimulus,A1,3,2.496052,0.001548,2.364663,0.129841,5.801995,1
destruction-stimulus,A1,4,2.731841,0.00153,2.58277,0.147541,5.790602,1
destruction-stimulus,A1,5,2.275087,0.001698,2.126094,0.147295,5.832857,1
destruction-stimulus,A1,6,2.674925,0.001764,2.543608,0.129553,5.752447,1
destruction-stimulus,A1,7,2.707057,0.001826,2.569746,0.135485,5.939592,1
destruction-stimulus,A1,8,2.377884,0.001931,2.248666,0.127287,5.719256,1
destruction-stimulus,A1,9,2.665571,0.001517,2.528038,0.136016,5.630679,1
destruction-stimulus,A1,10,2.838501,0.001551,2.724265,0.112685,5.827169,1
destruction-stimulus,A1,11,2.442955,0.001583,2.282686,0.158686,5.672334,1
destruction-stimulus,A1,12,2.32139,0.001656,2.150501,0.169233,5.797913,1
destruction-stimulus,A1,13,2.69824,0.001749,2.538882,0.157609,5.640005,1
destruction-stimulus,A1,14,2.559529,0.00185,2.395204,0.162475,6.214431,1
destruction-stimulus,A1,15,3.233685,0.001757,3.100306,0.131622,5.77959,1
destruction-stimulus,A1,16,2.926959,0.001771,2.743806,0.181382,6.007051,1
destruction-stimulus,A1,17,2.659586,0.001649,2.493135,0.164802,5.681817,1
destruction-stimulus,A1,18,3.337187,0.00139,3.1834,0.152397,6.233591,1
destruction-stimulus,A1,19,2.544421,0.002069,2.363677,0.178675,14.540364,1
flying,A0,0,3.052404,0.000142,3.051775,0.000487,130.305476,0
flying,A0,1,2.113929,0.000108,2.113429,0.000392,0.684905,0
flying,A0,2,2.061309,0.000116,2.060731,0.000462,0.590962,0
flying,A0,3,1.946879,0.000107,1.946382,0.00039,0.612391,0
flying,A0,4,1.904356,9.1e-05,1.903812,0.000453,0.581108,0
flying,A0,5,2.118938,0.00014,2.118357,0.000441,0.652916,0
flying,A0,6,2.155041,0.000127,2.154393,0.000521,0.578477,0
flying,A0,7,1.800895,0.000152,1.800268,0.000475,0.704159,0
flying,A0,8,1.775991,0.000128,1.775322,0.000541,0.583844,0
flying,A0,9,1.844009,0.000122,1.843522,0.000365,0.593357,0
flying,A0,10,1.863638,0.000133,1.863071,0.000434,0.608152,0
