scenario,arm,repeat,complete_step_ms,command_ms,simulate_fetch_ms,completion_ms,restore_ms,stress_iterations
bridge64-cold,A0,0,11.701534,9.7e-05,11.497533,0.203904,213.042661,184
bridge64-cold,A0,1,8.561039,0.000129,8.369145,0.191765,10.630654,184
bridge64-cold,A0,2,8.50029,0.000127,8.318461,0.181702,10.473605,184
bridge64-cold,A0,3,8.422644,0.000127,8.238576,0.183941,10.423211,184
bridge64-cold,A0,4,8.469805,9.6e-05,8.271215,0.198494,10.445243,184
bridge64-cold,A0,5,8.578445,0.000129,8.37318,0.205136,10.698919,184
bridge64-cold,A0,6,8.519386,9.9e-05,8.312382,0.206905,11.456521,184
bridge64-cold,A0,7,8.523713,0.0001,8.292751,0.230862,10.915864,184
bridge64-cold,A0,8,8.909386,0.000107,8.712873,0.196406,13.195259,184
bridge64-cold,A0,9,8.610791,0.000111,8.426323,0.184357,12.128445,184
bridge64-cold,A0,10,8.4206,0.000114,8.208205,0.212281,11.315702,184
bridge64-cold,A0,11,8.416859,0.000124,8.226969,0.189766,10.666046,184
bridge64-cold,A0,12,8.679127,0.000104,8.463432,0.215591,10.949618,184
bridge64-cold,A0,13,9.605193,0.000128,9.410083,0.194982,11.639215,184
bridge64-cold,A0,14,8.5155,0.000101,8.307617,0.207782,10.94374,184
bridge64-cold,A0,15,8.417699,0.000127,8.220375,0.197197,10.915044,184
bridge64-cold,A0,16,8.472789,0.000104,8.262981,0.209704,10.854965,184
bridge64-cold,A0,17,8.390916,0.000133,8.21712,0.173663,10.606029,184
bridge64-cold,A0,18,8.380501,0.000138,8.157348,0.223015,15.611116,184
bridge64-cold,A0,19,8.784806,0.000137,8.571299,0.21337,11.275421,184
bridge64-cold,B,0,13.818572,9.1e-05,13.66895,0.149531,220.642399,184
bridge64-cold,B,1,8.700771,8.8e-05,8.531512,0.169171,10.845388,184
bridge64-cold,B,2,8.702119,9.1e-05,8.529066,0.172962,10.511143,184
bridge64-cold,B,3,8.660657,9e-05,8.491415,0.169152,10.324134,184
bridge64-cold,B,4,8.662468,9.4e-05,8.475021,0.187353,10.425293,184
bridge64-cold,B,5,8.596169,8.9e-05,8.414856,0.181224,10.498399,184
bridge64-cold,B,6,8.734273,9e-05,8.557342,0.176841,10.97986,184
bridge64-cold,B,7,8.780475,0.000105,8.542917,0.237453,10.739674,184
bridge64-cold,B,8,7.879599,9.8e-05,7.661736,0.217765,14.785853,184
bridge64-cold,B,9,8.219649,9.2e-05,7.999785,0.219772,12.679593,184
bridge64-cold,B,10,8.105938,9.6e-05,7.841365,0.264477,11.314976,184
bridge64-cold,B,11,7.947734,9.2e-05,7.72023,0.227412,10.92144,184
bridge64-cold,B,12,8.492373,8.8e-05,8.222163,0.270122,10.675734,184
bridge64-cold,B,13,8.529347,9.2e-05,8.291047,0.238208,10.686365,184
bridge64-cold,B,14,8.420228,9.2e-05,8.148029,0.272107,10.678264,184
bridge64-cold,B,15,8.045353,9.2e-05,7.831746,0.213515,10.793151,184
bridge64-cold,B,16,8.03903,9.2e-05,7.849303,0.189635,10.539703,184
bridge64-cold,B,17,7.937062,8.8e-05,7.771095,0.165879,10.029981,184
bridge64-cold,B,18,8.026618,8.3e-05,7.830766,0.195769,10.124931,184
bridge64-cold,B,19,8.269865,8.3e-05,8.029861,0.239921,10.026721,184
bridge64-cold,A1,0,11.233626,0.000101,11.033355,0.20017,212.259739,184
bridge64-cold,A1,1,8.722538,9.7e-05,8.525064,0.197377,10.581284,184
bridge64-cold,A1,2,8.487311,0.000112,8.306328,0.180871,10.524852,184
bridge64-cold,A1,3,8.589157,9.5e-05,8.39002,0.199042,10.439023,184
bridge64-cold,A1,4,8.488129,0.000127,8.305406,0.182596,10.476562,184
bridge64-cold,A1,5,8.461469,0.000125,8.278504,0.18284,10.516255,184
bridge64-cold,A1,6,8.434854,0.000115,8.231711,0.203028,10.511864,184
bridge64-cold,A1,7,8.417329,0.000113,8.220496,0.19672,14.08815,184
bridge64-cold,A1,8,8.529854,0.000125,8.341341,0.188388,10.442764,184
bridge64-cold,A1,9,8.463455,0.000115,8.279428,0.183912,10.742614,184
bridge64-cold,A1,10,8.520594,0.000115,8.317451,0.203028,10.547229,184
bridge64-cold,A1,11,8.479804,0.000117,8.291974,0.187713,10.622053,184
bridge64-cold,A1,12,8.499261,0.000124,8.305271,0.193866,10.866007,184
bridge64-cold,A1,13,9.117502,0.000129,8.900174,0.217199,10.880518,184
bridge64-cold,A1,14,8.66801,0.000117,8.479128,0.188765,10.851402,184
bridge64-cold,A1,15,8.518459,0.000162,8.331026,0.187271,10.53142,184
bridge64-cold,A1,16,8.668644,0.000101,8.481914,0.186629,10.721421,184
bridge64-cold,A1,17,8.722626,0.000117,8.514739,0.20777,10.598331,184
bridge64-cold,A1,18,8.638416,0.000124,8.421639,0.216653,13.996964,184
bridge64-cold,A1,19,9.012984,0.00011,8.82096,0.191914,10.806694,184
bridge64-warm,A0,0,11.724564,0.000205,11.543543,0.180816,215.847931,184
bridge64-warm,A0,1,8.68331,0.000135,8.513602,0.169573,10.65179,184
bridge64-warm,A0,2,9.142929,0.000145,8.961816,0.180968,10.545483,184
bridge64-warm,A0,3,9.034923,0.000129,8.856166,0.178628,10.325037,184
bridge64-warm,A0,4,8.946752,0.000118,8.775885,0.170749,10.769522,184
bridge64-warm,A0,5,8.621159,0.000145,8.439775,0.181239,10.630978,184
bridge64-warm,A0,6,9.029709,0.000132,8.840162,0.189415,11.415354,184
bridge64-warm,A0,7,8.461698,0.00013,8.285552,0.176016,10.707054,184
bridge64-warm,A0,8,8.710745,0.000138,8.53183,0.178777,12.041071,184
bridge64-warm,A0,9,8.571159,0.000136,8.383361,0.187662,10.969657,184
bridge64-warm,A0,10,8.485099,0.000199,8.305904,0.178996,11.096126,184
bridge64-warm,A0,11,9.068736,0.000139,8.86101,0.207587,10.586881,184
bridge64-warm,A0,12,8.381634,0.000143,8.207162,0.174329,10.581105,184
bridge64-warm,A0,13,8.734246,0.000156,8.556654,0.177436,15.383736,184
bridge64-warm,A0,14,8.10788,0.00013,7.926847,0.180903,10.632797,184
bridge64-warm,A0,15,8.301796,0.000129,8.09607,0.205597,10.820481,184
bridge64-warm,A0,16,8.205976,0.000133,8.037431,0.168412,10.791127,184
bridge64-warm,A0,17,8.336368,0.000153,8.154758,0.181457,10.561234,184
bridge64-warm,A0,18,8.644397,0.000124,8.452991,0.191282,11.006037,184
bridge64-warm,A0,19,8.558535,0.000113,8.390357,0.168065,10.581598,184
bridge64-warm,B,0,11.509871,0.00016,11.344631,0.16508,198.876214,184
bridge64-warm,B,1,7.889234,0.000132,7.735313,0.153789,9.744883,184
bridge64-warm,B,2,7.500734,0.000136,7.348344,0.152254,9.50612,184
bridge64-warm,B,3,7.757677,0.000129,7.603625,0.153923,9.495982,184
bridge64-warm,B,4,8.14256,0.000137,7.967051,0.175372,9.67971,184
bridge64-warm,B,5,8.248349,0.000129,8.087598,0.160622,9.323258,184
bridge64-warm,B,6,7.728453,0.000129,7.550608,0.177716,9.609038,184
bridge64-warm,B,7,8.007722,0.000133,7.840794,0.166795,10.53524,184
bridge64-warm,B,8,8.067807,0.000123,7.954794,0.11289,9.720029,184
bridge64-warm,B,9,8.593935,0.000138,8.431759,0.162038,9.651419,184
bridge64-warm,B,10,9.14342,0.000146,8.958711,0.184563,12.284745,184
bridge64-warm,B,11,9.082364,0.00015,8.897741,0.184473,10.639413,184
bridge64-warm,B,12,8.690946,0.000152,8.526034,0.16476,10.432609,184
bridge64-warm,B,13,8.703653,0.000108,8.529573,0.173972,13.58843,184
bridge64-warm,B,14,8.640985,0.000141,8.45252,0.188324,10.507364,184
bridge64-warm,B,15,7.964417,0.000116,7.776833,0.187468,10.830392,184
bridge64-warm,B,16,7.671378,0.000166,7.497443,0.173769,10.354872,184
bridge64-warm,B,17,8.023754,9.6e-05,7.838217,0.185441,10.409159,184
bridge64-warm,B,18,7.990742,0.000155,7.791065,0.199522,10.624121,184
bridge64-warm,B,19,7.716798,0.000103,7.520535,0.19616,10.450262,184
bridge64-warm,A1,0,10.514882,8.2e-05,10.341077,0.173723,189.628952,184
bridge64-warm,A1,1,8.052876,8.3e-05,7.88388,0.168913,10.167075,184
bridge64-warm,A1,2,7.779778,9e-05,7.604021,0.175667,10.483789,184
bridge64-warm,A1,3,8.553738,8.8e-05,8.360781,0.192869,10.289438,184
bridge64-warm,A1,4,7.539168,8.9e-05,7.365205,0.173874,10.32575,184
bridge64-warm,A1,5,8.424488,8.4e-05,8.198146,0.226258,10.198997,184
bridge64-warm,A1,6,7.665113,8.6e-05,7.48781,0.177217,10.101941,184
bridge64-warm,A1,7,7.980168,9.2e-05,7.698279,0.281797,12.755876,184
bridge64-warm,A1,8,7.855266,8.7e-05,7.610609,0.24457,10.573152,184
bridge64-warm,A1,9,8.359732,8.5e-05,8.127157,0.23249,13.497771,184
bridge64-warm,A1,10,7.846968,9.5e-05,7.664866,0.182007,10.016961,184
bridge64-warm,A1,11,7.394614,8.3e-05,7.218686,0.175845,10.099613,184
bridge64-warm,A1,12,7.772323,9e-05,7.624043,0.14819,10.207677,184
bridge64-warm,A1,13,7.981617,9.1e-05,7.798419,0.183107,10.07004,184
bridge64-warm,A1,14,7.262647,8.4e-05,7.057945,0.204618,10.014282,184
bridge64-warm,A1,15,7.740627,9.5e-05,7.55017,0.190362,10.745876,184
bridge64-warm,A1,16,7.292012,8e-05,7.08717,0.204762,10.150164,184
bridge64-warm,A1,17,7.25391,8.4e-05,7.058171,0.195655,9.86495,184
bridge64-warm,A1,18,7.409299,8.4e-05,7.23027,0.178945,12.177829,184
bridge64-warm,A1,19,7.42624,8.3e-05,7.233857,0.1923,9.798366,184
building-cold,A0,0,7.030874,8e-05,6.858529,0.172265,189.261723,88
building-cold,A0,1,4.460556,8.4e-05,4.299889,0.160583,9.753042,88
building-cold,A0,2,4.493586,8.2e-05,4.326682,0.166822,8.920591,88
building-cold,A0,3,4.688388,8.5e-05,4.522552,0.165751,9.005795,88
building-cold,A0,4,4.278244,8.2e-05,4.106917,0.171245,8.972824,88
building-cold,A0,5,4.536754,8.4e-05,4.372138,0.164532,8.900179,88
building-cold,A0,6,4.57215,8.2e-05,4.408915,0.163153,8.956472,88
building-cold,A0,7,4.243618,8.3e-05,4.074966,0.168569,9.117384,88
building-cold,A0,8,4.585596,8.5e-05,4.422285,0.163226,9.036602,88
building-cold,A0,9,4.59031,8.6e-05,4.428895,0.161329,11.155349,88
building-cold,A0,10,4.66406,8.5e-05,4.490501,0.173474,8.967024,88
building-cold,A0,11,4.571596,8.4e-05,4.403103,0.168409,8.85862,88
building-cold,A0,12,4.364868,9.3e-05,4.192332,0.172443,11.30427,88
building-cold,A0,13,4.740713,8.4e-05,4.576302,0.164327,9.06263,88
building-cold,A0,14,4.20602,8.2e-05,4.058283,0.147655,9.10401,88
building-cold,A0,15,4.281739,8.3e-05,4.117141,0.164515,9.418805,88
building-cold,A0,16,4.033965,0.000114,3.855124,0.178727,9.222864,88
building-cold,A0,17,3.500174,8.2e-05,3.333795,0.166297,8.864148,88
building-cold,A0,18,3.467949,8.2e-05,3.290874,0.176993,8.909932,88
building-cold,A0,19,4.248507,8.4e-05,4.08083,0.167593,9.004255,88
building-cold,B,0,7.969964,9.5e-05,7.864176,0.105693,217.054123,88
building-cold,B,1,4.761459,0.000129,4.669502,0.091828,9.494926,88
building-cold,B,2,4.777311,0.000104,4.688772,0.088435,9.29416,88
building-cold,B,3,4.464526,8.9e-05,4.375742,0.088695,9.301875,88
building-cold,B,4,4.60105,0.000136,4.513158,0.087756,9.369844,88
building-cold,B,5,4.646136,0.000143,4.418616,0.227377,15.128473,88
building-cold,B,6,4.719907,8.3e-05,4.561797,0.158027,14.271871,88
building-cold,B,7,4.304801,0.000104,4.126877,0.17782,9.568574,88
building-cold,B,8,3.95599,0.000195,3.826686,0.129109,13.223475,88
building-cold,B,9,3.935718,0.000164,3.735349,0.200205,13.800246,88
building-cold,B,10,4.112726,9.2e-05,3.929598,0.183036,9.281219,88
building-cold,B,11,3.915088,8.6e-05,3.718062,0.19694,9.047998,88
building-cold,B,12,3.951909,0.000102,3.763211,0.188596,9.078325,88
building-cold,B,13,4.199664,8.5e-05,4.015278,0.184301,8.94325,88
building-cold,B,14,4.20429,9.9e-05,4.013326,0.190865,8.960543,88
building-cold,B,15,4.017164,9.4e-05,3.866343,0.150727,9.049858,88
building-cold,B,16,3.707603,0.000111,3.524509,0.182983,8.88017,88
building-cold,B,17,4.570363,9.2e-05,4.4153,0.154971,9.084787,88
building-cold,B,18,3.950533,9.8e-05,3.779531,0.170904,9.170221,88
building-cold,B,19,4.473572,9.7e-05,4.292419,0.181056,9.452323,88
building-cold,A1,0,7.413749,0.000143,7.242978,0.170628,209.772389,88
building-cold,A1,1,5.018881,0.000112,4.819526,0.199243,9.891839,88
building-cold,A1,2,4.700971,9.6e-05,4.524095,0.17678,10.334195,88
building-cold,A1,3,4.491381,8.9e-05,4.324727,0.166565,10.085741,88
building-cold,A1,4,4.733619,9.5e-05,4.522518,0.211006,9.774491,88
building-cold,A1,5,4.638287,0.000108,4.509564,0.128615,14.558119,88
building-cold,A1,6,4.600011,9.2e-05,4.434283,0.165636,9.616592,88
building-cold,A1,7,4.672046,0.000106,4.511593,0.160347,9.832276,88
building-cold,A1,8,4.502431,0.000448,4.35139,0.150593,17.224295,88
building-cold,A1,9,4.707275,9.1e-05,4.526533,0.180651,15.316077,88
building-cold,A1,10,4.638958,9.1e-05,4.479795,0.159072,9.580503,88
building-cold,A1,11,4.77964,9.4e-05,4.614319,0.165227,9.524254,88
building-cold,A1,12,4.481393,9.6e-05,4.317254,0.164043,9.633499,88
building-cold,A1,13,4.792209,9.3e-05,4.622748,0.169368,9.769248,88
building-cold,A1,14,4.506853,8.9e-05,4.362383,0.144381,9.63926,88
building-cold,A1,15,4.599219,9.5e-05,4.437229,0.161895,9.99403,88
building-cold,A1,16,4.574848,8.7e-05,4.410954,0.163807,9.760275,88
building-cold,A1,17,4.888277,9.3e-05,4.726255,0.161929,9.627659,88
building-cold,A1,18,4.504636,9.1e-05,4.343138,0.161407,9.71249,88
building-cold,A1,19,4.783733,9e-05,4.604786,0.178857,9.659447,88
building-fragmented,A0,0,15.020766,9.2e-05,14.847554,0.17312,213.638713,4
building-fragmented,A0,1,8.851677,0.000127,8.659583,0.191967,10.813512,4
building-fragmented,A0,2,9.926378,9.8e-05,9.805718,0.120562,10.686061,4
building-fragmented,A0,3,7.991016,0.000134,7.782722,0.20816,10.769957,4
building-fragmented,A0,4,8.582287,9.5e-05,8.46069,0.121502,15.032548,4
building-fragmented,A0,5,7.831631,8.6e-05,7.67323,0.158315,9.755898,4
building-fragmented,A0,6,7.220218,0.000135,7.000145,0.219938,9.820381,4
building-fragmented,A0,7,8.048706,0.000152,7.840834,0.20772,16.689887,4
building-fragmented,A0,8,7.670557,9.9e-05,7.490531,0.179927,10.105682,4
building-fragmented,A0,9,7.021315,8.6e-05,6.844499,0.17673,9.77121,4
building-fragmented,A0,10,6.399903,0.000103,6.242969,0.156831,9.714052,4
building-fragmented,A0,11,7.05666,0.000101,6.898549,0.15801,9.779378,4
building-fragmented,A0,12,7.791586,9.5e-05,7.637417,0.154074,9.770593,4
building-fragmented,A0,13,7.391976,8.4e-05,7.233014,0.158878,9.706552,4
building-fragmented,A0,14,6.966753,9.4e-05,6.81017,0.156489,9.721714,4
building-fragmented,A0,15,7.869629,8.4e-05,7.699147,0.170398,9.693969,4
building-fragmented,A0,16,8.139744,0.00015,7.930093,0.209501,13.42796,4
building-fragmented,A0,17,7.858444,0.000104,7.699399,0.158941,14.187582,4
building-fragmented,A0,18,8.092472,8.3e-05,7.917875,0.174514,9.771406,4
building-fragmented,A0,19,8.353279,0.000132,8.126367,0.22678,15.984802,4
building-fragmented,B,0,14.939841,0.000144,14.68288,0.256817,217.695877,4
building-fragmented,B,1,9.27319,0.000144,9.004787,0.268259,11.336557,4
building-fragmented,B,2,9.033745,0.00012,8.768766,0.264859,11.51126,4
building-fragmented,B,3,8.972508,0.000167,8.773959,0.198382,16.978251,4
building-fragmented,B,4,8.766203,0.000124,8.511667,0.254412,11.062219,4
building-fragmented,B,5,9.057031,0.000197,8.770939,0.285895,15.521311,4
building-fragmented,B,6,10.26172,0.000177,9.989126,0.272417,17.315296,4
building-fragmented,B,7,9.316213,0.000106,9.06709,0.249017,11.501904,4
building-fragmented,B,8,7.998145,0.000105,7.753593,0.244447,10.967608,4
building-fragmented,B,9,8.093826,0.000147,7.832502,0.261177,11.049037,4
building-fragmented,B,10,8.172514,0.000146,7.901043,0.271325,10.892131,4
building-fragmented,B,11,8.441919,0.000146,8.183904,0.257869,11.27774,4
building-fragmented,B,12,8.080078,0.000144,7.837001,0.242933,11.001026,4
building-fragmented,B,13,8.588867,0.00015,8.295427,0.29329,10.9635,4
building-fragmented,B,14,8.176658,0.000193,7.925265,0.2512,14.099169,4
building-fragmented,B,15,8.068985,0.000147,7.813836,0.255002,11.078094,4
building-fragmented,B,16,8.481361,0.000207,8.250714,0.23044,17.78169,4
building-fragmented,B,17,8.091045,9.8e-05,7.812706,0.278241,14.923661,4
building-fragmented,B,18,8.131098,0.000146,7.890694,0.240258,10.965519,4
building-fragmented,B,19,8.553108,0.00013,8.321386,0.231592,10.270561,4
building-fragmented,A1,0,14.920165,9.6e-05,14.747285,0.172784,211.654298,4
building-fragmented,A1,1,9.155878,9.1e-05,8.965293,0.190494,10.789574,4
building-fragmented,A1,2,8.29709,8.9e-05,8.121095,0.175906,10.737241,4
building-fragmented,A1,3,9.403777,0.000124,9.219296,0.184357,16.48964,4
building-fragmented,A1,4,8.517117,8.4e-05,8.350192,0.166841,10.727619,4
building-fragmented,A1,5,8.86038,8.2e-05,8.645514,0.214784,9.740081,4
building-fragmented,A1,6,8.70989,0.000128,8.49652,0.213242,15.632225,4
building-fragmented,A1,7,8.103902,8.1e-05,7.919393,0.184428,10.233317,4
building-fragmented,A1,8,8.110859,8.4e-05,7.939344,0.171431,9.820497,4
building-fragmented,A1,9,7.715046,8.2e-05,7.554439,0.160525,9.705973,4
building-fragmented,A1,10,7.879994,8.4e-05,7.710713,0.169197,9.694249,4
building-fragmented,A1,11,8.308334,8.1e-05,8.144389,0.163864,9.663946,4
building-fragmented,A1,12,8.034853,8.1e-05,7.844725,0.190047,9.646905,4
building-fragmented,A1,13,8.163454,8.4e-05,7.99079,0.17258,9.776511,4
building-fragmented,A1,14,8.119289,8.5e-05,7.960534,0.15867,10.242766,4
building-fragmented,A1,15,7.954399,8.5e-05,7.734013,0.220301,15.852096,4
building-fragmented,A1,16,7.807166,8.1e-05,7.642659,0.164426,9.892421,4
building-fragmented,A1,17,8.13695,8.3e-05,7.917901,0.218966,9.760952,4
building-fragmented,A1,18,8.22644,0.000106,8.001304,0.22503,15.05315,4
building-fragmented,A1,19,8.503891,8.1e-05,8.309695,0.194115,10.116682,4
building-warm,A0,0,7.410943,0.000171,7.222279,0.188493,210.214905,88
building-warm,A0,1,3.651871,0.000119,3.482347,0.169405,9.754395,88
building-warm,A0,2,4.095881,0.000108,3.928921,0.166852,9.802369,88
building-warm,A0,3,3.881289,0.000102,3.718708,0.162479,8.73908,88
building-warm,A0,4,3.719897,0.000108,3.550472,0.169317,8.7867,88
building-warm,A0,5,4.271451,9.1e-05,4.086712,0.184648,8.78079,88
building-warm,A0,6,3.992562,0.0001,3.831255,0.161207,8.854422,88
building-warm,A0,7,3.535722,9.5e-05,3.364805,0.170822,9.369173,88
building-warm,A0,8,4.48899,9.9e-05,4.331017,0.157874,9.428446,88
building-warm,A0,9,4.472805,0.000106,4.316491,0.156208,8.70439,88
building-warm,A0,10,4.600361,0.000103,4.435831,0.164427,11.206163,88
building-warm,A0,11,4.563364,0.000118,4.394965,0.168281,8.837535,88
building-warm,A0,12,4.533797,0.000112,4.363317,0.170368,8.828693,88
building-warm,A0,13,4.928126,0.000167,4.707862,0.220097,9.7305,88
building-warm,A0,14,4.597138,0.00017,4.386941,0.210027,10.294071,88
building-warm,A0,15,4.472746,0.000105,4.300668,0.171973,8.982493,88
building-warm,A0,16,4.328095,0.000102,4.14924,0.178753,8.75514,88
building-warm,A0,17,4.431453,0.0001,4.265739,0.165614,8.781546,88
building-warm,A0,18,4.532506,0.000113,4.376819,0.155574,8.834452,88
building-warm,A0,19,4.775333,0.000108,4.613792,0.161433,8.959968,88
building-warm,B,0,7.247443,0.00014,7.093782,0.153521,217.024604,88
building-warm,B,1,4.157693,0.000108,4.005002,0.152583,9.739345,88
building-warm,B,2,4.077131,0.000157,3.929791,0.147183,9.685811,88
building-warm,B,3,4.19936,0.000122,4.046397,0.152841,9.561791,88
building-warm,B,4,3.874126,0.000147,3.713871,0.160108,9.52058,88
building-warm,B,5,3.845313,0.000157,3.657017,0.188139,9.504862,88
building-warm,B,6,3.916743,0.000158,3.683108,0.233477,9.546533,88
building-warm,B,7,3.878454,0.000157,3.71264,0.165657,11.311143,88
building-warm,B,8,3.717566,0.000141,3.54883,0.168595,9.226434,88
building-warm,B,9,3.846694,0.00014,3.679329,0.167225,9.641485,88
building-warm,B,10,3.962907,0.000118,3.795356,0.167433,10.6446,88
building-warm,B,11,3.468157,0.000131,3.300956,0.16707,11.523375,88
building-warm,B,12,4.037294,0.000126,3.82613,0.211038,8.942886,88
building-warm,B,13,4.09721,0.00014,3.930268,0.166802,8.896159,88
building-warm,B,14,4.036845,0.00014,3.851107,0.185598,8.804446,88
building-warm,B,15,3.777966,0.000119,3.611981,0.165866,8.74944,88
building-warm,B,16,3.923148,0.000129,3.755947,0.167072,8.847107,88
building-warm,B,17,3.896723,0.000128,3.716728,0.179867,8.742928,88
building-warm,B,18,3.956946,0.000139,3.780057,0.17675,8.75432,88
building-warm,B,19,4.116104,0.000141,3.943797,0.172166,8.849231,88
building-warm,A1,0,5.960441,0.000137,5.717406,0.242898,211.141242,88
building-warm,A1,1,5.018086,0.000135,4.773334,0.244617,9.450121,88
building-warm,A1,2,3.665807,0.00012,3.425679,0.240008,9.325149,88
building-warm,A1,3,4.411045,0.000121,4.157908,0.253016,9.440518,88
building-warm,A1,4,4.503431,0.00012,4.261151,0.24216,9.328005,88
building-warm,A1,5,4.448747,0.000135,4.156331,0.292281,9.250025,88
building-warm,A1,6,4.492702,0.000141,4.257441,0.23512,9.465586,88
building-warm,A1,7,3.63588,8.6e-05,3.407879,0.227915,12.317438,88
building-warm,A1,8,4.506081,0.000406,4.249936,0.255739,9.521692,88
building-warm,A1,9,4.303801,0.000135,4.056426,0.24724,9.268789,88
building-warm,A1,10,3.90064,0.000126,3.64797,0.252544,11.795734,88
building-warm,A1,11,4.169407,0.000145,3.929706,0.239556,9.414028,88
building-warm,A1,12,3.974874,0.00012,3.738625,0.236129,9.738337,88
building-warm,A1,13,4.275054,0.000129,4.036135,0.23879,9.335575,88
building-warm,A1,14,3.760128,0.000135,3.524122,0.235871,9.189451,88
building-warm,A1,15,4.288044,0.000132,4.033991,0.253921,9.305369,88
building-warm,A1,16,3.763839,0.00013,3.527616,0.236093,9.255269,88
building-warm,A1,17,4.232483,9.1e-05,3.973856,0.258536,9.275695,88
building-warm,A1,18,3.831991,0.00012,3.593417,0.238454,9.319041,88
building-warm,A1,19,4.151452,0.00013,3.902234,0.249088,9.347053,88
cantilever64-cold,A0,0,10.272427,8.2e-05,10.028104,0.244241,190.489675,984
cantilever64-cold,A0,1,7.390624,9.6e-05,7.161303,0.229225,6.012649,984
cantilever64-cold,A0,2,7.334884,0.0001,7.088469,0.246315,6.120885,984
cantilever64-cold,A0,3,7.207101,0.000103,6.986798,0.2202,6.082235,984
cantilever64-cold,A0,4,7.403915,0.000109,7.105519,0.298287,6.149458,984
cantilever64-cold,A0,5,7.150645,0.000103,6.903636,0.246906,6.17646,984
cantilever64-cold,A0,6,7.160099,0.000102,6.920743,0.239254,6.310794,984
cantilever64-cold,A0,7,7.063605,0.000123,6.82054,0.242942,6.417204,984
cantilever64-cold,A0,8,7.460247,0.00012,7.19783,0.262297,6.499342,984
cantilever64-cold,A0,9,7.236312,0.000121,6.983834,0.252357,6.406034,984
cantilever64-cold,A0,10,7.233969,0.000112,6.989893,0.243964,6.602675,984
cantilever64-cold,A0,11,7.315959,0.000131,7.063757,0.252071,6.891766,984
cantilever64-cold,A0,12,7.287568,0.000143,7.032496,0.254929,8.560665,984
cantilever64-cold,A0,13,7.156505,0.000135,6.911415,0.244955,7.203638,984
cantilever64-cold,A0,14,7.074358,0.000126,6.823459,0.250773,7.605457,984
cantilever64-cold,A0,15,7.219891,0.000162,6.954736,0.264993,8.747381,984
cantilever64-cold,A0,16,7.049022,0.000155,6.832249,0.216618,7.210636,984
cantilever64-cold,A0,17,7.256814,0.000153,7.004974,0.251687,7.270929,984
cantilever64-cold,A0,18,7.183476,0.000114,6.936851,0.246511,7.231482,984
cantilever64-cold,A0,19,7.290616,0.000178,7.0234,0.267038,7.378042,984
cantilever64-cold,B,0,10.498028,0.000147,10.237771,0.26011,216.08789,984
cantilever64-cold,B,1,7.688102,8.7e-05,7.432528,0.255487,6.580932,984
cantilever64-cold,B,2,7.48031,0.000124,7.2318,0.248386,6.432224,984
cantilever64-cold,B,3,7.236576,0.00012,6.987624,0.248832,6.516895,984
cantilever64-cold,B,4,7.097918,0.000117,6.860445,0.237356,6.582717,984
cantilever64-cold,B,5,7.353794,0.000136,7.10524,0.248418,6.857561,984
cantilever64-cold,B,6,7.978897,0.000232,7.729597,0.249068,6.751829,984
cantilever64-cold,B,7,7.281095,0.000158,7.009411,0.271526,7.262308,984
cantilever64-cold,B,8,7.419746,0.000131,7.20823,0.211385,6.954535,984
cantilever64-cold,B,9,7.423872,0.000147,7.154252,0.269473,8.610087,984
cantilever64-cold,B,10,7.281082,0.000153,7.02341,0.257519,8.018449,984
cantilever64-cold,B,11,7.997383,0.000181,7.754566,0.242636,8.693908,984
cantilever64-cold,B,12,7.512953,0.00015,7.223374,0.289429,7.675141,984
cantilever64-cold,B,13,7.526661,0.000136,7.265414,0.261111,7.60748,984
cantilever64-cold,B,14,7.539334,0.000188,7.269073,0.270073,7.981736,984
cantilever64-cold,B,15,7.340074,0.000152,7.202141,0.137781,7.960413,984
cantilever64-cold,B,16,7.503192,0.000156,7.22129,0.281746,8.038885,984
cantilever64-cold,B,17,7.278152,0.000164,6.991313,0.286675,7.792248,984
cantilever64-cold,B,18,7.502942,0.000164,7.234896,0.267882,7.868792,984
cantilever64-cold,B,19,7.512664,0.000166,7.234566,0.277932,7.699648,984
cantilever64-cold,A1,0,9.83211,0.000124,9.72962,0.102366,205.729657,984
cantilever64-cold,A1,1,7.178387,0.000113,7.048071,0.130203,6.075105,984
cantilever64-cold,A1,2,7.293194,0.000177,7.149261,0.143756,7.971428,984
cantilever64-cold,A1,3,7.131669,0.000193,6.989583,0.141893,8.044699,984
cantilever64-cold,A1,4,7.230971,0.000203,7.055041,0.175727,8.176293,984
cantilever64-cold,A1,5,6.957804,0.000185,6.815358,0.142261,8.159311,984
cantilever64-cold,A1,6,7.121572,0.000175,6.978211,0.143186,8.018822,984
cantilever64-cold,A1,7,7.044075,0.00019,6.943786,0.100099,8.622145,984
cantilever64-cold,A1,8,6.998752,0.000175,6.855251,0.143326,7.90875,984
cantilever64-cold,A1,9,7.030816,0.000203,6.893521,0.137092,8.017863,984
cantilever64-cold,A1,10,7.14931,0.000198,6.956703,0.192409,8.735157,984
cantilever64-cold,A1,11,6.972047,0.000188,6.820248,0.151611,8.000334,984
cantilever64-cold,A1,12,7.013736,0.000171,6.916351,0.097214,8.656744,984
cantilever64-cold,A1,13,6.835722,0.000179,6.741318,0.094225,8.002053,984
