step,simulation_seconds,physics_step_ms,stress_solve_ms,frame_host_ms,bodies,awake_bodies,splits_total,contacts_total,resim_passes,correction_status,contacts_frame,projectiles_active,bonds_broken,stress_iterations,stress_converged,observation_ms,gpu_render_submit_and_export_ms,logical_clusters,native_dynamic_bodies,native_kinematic_bodies,active_dynamic_bodies,active_kinematic_bodies,contact_pairs,contact_pairs_with_contacts,solver_rows,stress_active_nodes,stress_active_bonds,stress_islands,graph_d2h_bytes,pre_solve_pairs,simulation_start_ns,simulation_end_ns,process_cpu_ms,complete_step_ms,command_ms,completion_ms,complete_start_ns,complete_end_ns,phase_output_start_ns,phase_output_end_ns,stress_passes,post_correction_bonds_broken,contact_reuse_fallbacks
449,7.5000004768371582,6.4187180000000001,0,9.491968,32,32,30,155017,0,0,395,1,0,149,1,3.0411009999999998,0.200794,31,31,1,31,1,15,0,0,358,605,9,0,145,205073596675935,205073603096236,6.7820239999999998,6.4753429999999996,8.0000000000000007e-05,0.056544999999999845,205073596675875,205073603151108,0,0,1,0,0
450,7.5166668891906738,6.3553389999999998,0,9.3790580000000006,32,32,30,155407,0,0,390,1,0,147,1,2.9932820000000002,0.20463999999999999,31,31,1,31,1,15,0,0,358,605,9,0,145,205073606172562,205073612529405,6.7418899999999997,6.410342,9.0000000000000006e-05,0.05491299999999999,205073606172422,205073612582653,0,0,1,0,0
451,7.5333337783813477,7.7568640000000002,0,10.785512000000001,32,32,30,155802,0,0,395,1,0,185,1,3.0002149999999999,0.20382900000000001,31,31,1,31,1,15,0,0,358,605,9,0,145,205073615556469,205073623314726,8.1660400000000006,7.8072780000000002,9.0000000000000006e-05,0.050323999999999813,205073615556409,205073623363567,0,0,1,0,0
452,7.5500001907348633,7.8373039999999996,0,10.561445000000001,32,32,30,156189,0,0,387,1,0,185,1,2.695058,0.19805800000000001,31,31,1,31,1,15,0,0,358,605,9,0,145,205073626347702,205073634186458,8.2627950000000006,7.8860539999999997,6.9999999999999994e-05,0.048680000000000057,205073626347642,205073634233596,0,0,1,0,0
453,7.5666670799255371,7.6757730000000004,0,10.843408999999999,32,32,30,156578,0,0,389,1,0,184,1,3.1276320000000002,0.21088199999999999,31,31,1,31,1,15,0,0,358,605,9,0,145,205073636912984,205073644590150,8.0440830000000005,7.7323690000000003,9.0000000000000006e-05,0.056505999999999723,205073636912924,205073644645142,0,0,1,0,0
454,7.5833334922790527,7.8599249999999996,0,10.988448999999999,32,32,30,156965,0,0,387,1,0,186,1,3.0979869999999998,0.199271,31,31,1,31,1,15,0,0,358,605,9,0,145,205073647760652,205073655622230,8.2652629999999991,7.909929,0.000101,0.049903000000000475,205073647760581,205073655670390,0,0,1,0,0
455,7.6000003814697266,6.4990769999999998,0,9.4727320000000006,32,32,30,157358,0,0,393,1,0,151,1,2.946726,0.19922000000000001,31,31,1,31,1,15,0,0,358,605,9,0,145,205073658753278,205073665253958,6.8375459999999997,6.538049,0.0001,0.038872000000000462,205073658753218,205073665291167,0,0,1,0,0
456,7.6166672706604004,7.5791729999999999,0,10.197449000000001,32,32,30,157745,0,0,387,1,0,180,1,2.5935990000000002,0.20172499999999999,31,31,1,31,1,15,0,0,358,605,9,0,145,205073668229938,205073675810644,7.9343880000000002,7.6225839999999998,8.0000000000000007e-05,0.04333100000000023,205073668229878,205073675852382,0,0,1,0,0
457,7.633333683013916,7.7132230000000002,0,10.762919999999999,32,32,30,158139,0,0,394,1,0,186,1,3.0231979999999998,0.202206,31,31,1,31,1,15,0,0,358,605,9,0,145,205073678430993,205073686145539,8.0511660000000003,7.7643880000000003,8.0000000000000007e-05,0.051085000000000491,205073678430933,205073686195241,0,0,1,0,0
458,7.6500005722045898,6.4545240000000002,0,9.9449100000000001,32,32,30,158530,0,0,391,1,0,149,1,3.4529770000000002,0.198799,31,31,1,31,1,15,0,0,358,605,9,0,145,205073689198121,205073695654158,6.8556400000000002,6.5015609999999997,9.0000000000000006e-05,0.046946999999999406,205073689198061,205073695699542,0,0,1,0,0
459,7.6666669845581055,7.7086940000000004,0,10.658696000000001,32,32,30,158925,0,0,395,1,0,184,1,2.9240439999999999,0.199631,31,31,1,31,1,15,0,0,358,605,9,0,145,205073699148050,205073706858578,8.0791439999999994,7.7534169999999998,0.00012,0.044602999999999504,205073699147970,205073706901257,0,0,1,0,0
460,7.6833338737487793,7.7760499999999997,0,10.92421,32,32,30,159314,0,0,389,1,0,185,1,3.1192160000000002,0.199541,31,31,1,31,1,15,0,0,358,605,9,0,145,205073709810674,205073717588316,8.1414059999999999,7.821504,8.1000000000000004e-05,0.045373000000000552,205073709810613,205073717632027,0,0,1,0,0
461,7.7000002861022949,6.4408089999999998,0,9.479495,32,32,30,159709,0,0,395,1,0,150,1,3.0044330000000001,0.19830900000000001,31,31,1,31,1,15,0,0,358,605,9,0,145,205073720739722,205073727182374,6.781561,6.4849199999999998,9.0000000000000006e-05,0.044020999999999866,205073720739652,205073727224502,0,0,1,0,0
462,7.7166671752929688,7.7131129999999999,0,10.694483,32,32,30,160098,0,0,389,1,0,185,1,2.952426,0.21147299999999999,31,31,1,31,1,15,0,0,358,605,9,0,145,205073730223234,205073737937940,8.0619169999999993,7.7648789999999996,0.00011,0.05165599999999948,205073730223164,205073737987933,0,0,1,0,0
463,7.7333335876464844,7.8397379999999997,0,10.823172,32,32,30,160491,0,0,393,1,0,187,1,2.9544809999999999,0.20603199999999999,31,31,1,31,1,15,0,0,358,605,9,0,145,205073740921734,205073748763005,8.1652090000000008,7.8892600000000002,0.0001,0.049422000000000743,205073740921664,205073748810814,0,0,1,0,0
464,7.7500004768371582,7.8536130000000002,0,10.949406,32,32,30,160878,0,0,387,1,0,186,1,3.0685419999999999,0.21004999999999999,31,31,1,31,1,15,0,0,358,605,9,0,145,205073751749094,205073759604220,8.3107150000000001,7.9136949999999997,8.0000000000000007e-05,0.060001999999999889,205073751749034,205073759662619,0,0,1,0,0
465,7.7666668891906738,7.8043019999999999,0,11.08043,32,32,30,161272,0,0,394,1,0,185,1,3.2376260000000001,0.201404,31,31,1,31,1,15,0,0,358,605,9,0,145,205073762702317,205073770508032,8.1946589999999997,7.8636119999999998,9.0000000000000006e-05,0.059219999999999828,205073762702257,205073770565779,0,0,1,0,0
466,7.7833337783813477,6.4581410000000004,0,9.5682700000000001,32,32,30,161661,0,0,389,1,0,150,1,3.0708769999999999,0.20538200000000001,31,31,1,31,1,15,0,0,358,605,9,0,145,205073773786965,205073780246769,6.8054259999999998,6.5116800000000001,0.0001,0.053439000000000014,205073773786905,205073780298475,0,0,1,0,0
467,7.8000001907348633,7.2395519999999998,0,10.774751999999999,32,32,30,162053,0,0,392,1,0,172,1,3.5023580000000001,0.20059299999999999,31,31,1,31,1,15,0,0,358,605,9,0,145,205073783360444,205073790601830,7.5961670000000003,7.2885439999999999,9.0000000000000006e-05,0.048902000000000001,205073783360364,205073790648818,0,0,1,0,0
468,7.8166670799255371,7.6913819999999999,0,10.738144,32,32,30,162441,0,0,388,1,0,185,1,3.020222,0.19964100000000001,31,31,1,31,1,15,0,0,358,605,9,0,145,205073794139424,205073801832439,8.0492109999999997,7.7369570000000003,0.00011,0.045465000000000089,205073794139354,205073801876221,0,0,1,0,0
469,7.8333339691162109,7.6895790000000002,0,10.717826000000001,32,32,30,162835,0,0,394,1,0,184,1,3.0024890000000002,0.196825,31,31,1,31,1,15,0,0,358,605,9,0,145,205073804882166,205073812573338,8.0352969999999999,7.7275489999999998,0.0001,0.037869999999999848,205073804882086,205073812609535,0,0,1,0,0
470,7.8500003814697266,7.7133539999999998,0,10.777366000000001,32,32,30,163225,0,0,390,1,0,184,1,3.0335869999999998,0.20452000000000001,31,31,1,31,1,15,0,0,358,605,9,0,145,205073815604010,205073823318876,8.0851129999999998,7.7650389999999998,8.0000000000000007e-05,0.051605000000000345,205073815603940,205073823368899,0,0,1,0,0
471,7.8666672706604004,7.7171599999999998,0,10.694362,32,32,30,163616,0,0,391,1,0,185,1,2.939492,0.1993,31,31,1,31,1,15,0,0,358,605,9,0,145,205073826385564,205073834104317,8.0723439999999993,7.7632459999999996,9.0000000000000006e-05,0.045995999999999704,205073826385504,205073834148660,0,0,1,0,0
472,7.883333683013916,7.913144,0,10.547129,32,32,30,164005,0,0,389,1,0,187,1,2.6048300000000002,0.20310700000000001,31,31,1,31,1,15,0,0,358,605,9,0,145,205073837084114,205073844998842,8.3447650000000007,7.9733159999999996,0.0001,0.060071999999999903,205073837084044,205073845057180,0,0,1,0,0
473,7.9000005722045898,6.4906810000000004,0,9.5237169999999995,32,32,30,164396,0,0,391,1,0,149,1,3.007819,0.20386899999999999,31,31,1,31,1,15,0,0,358,605,9,0,145,205073847634880,205073854126923,6.8095030000000003,6.5376279999999998,8.0000000000000007e-05,0.04686699999999977,205073847634830,205073854172368,0,0,1,0,0
474,7.9166669845581055,7.805644,0,10.785622,32,32,30,164779,0,0,383,1,0,186,1,2.9516040000000001,0.20203499999999999,31,31,1,31,1,15,0,0,358,605,9,0,145,205073857162444,205073864969642,8.1366689999999995,7.8631310000000001,8.0000000000000007e-05,0.05740700000000043,205073857162384,205073865025405,0,0,1,0,0
475,7.9333338737487793,6.4759739999999999,0,9.6614930000000001,32,32,30,165172,0,0,393,1,0,148,1,3.1491020000000001,0.20037199999999999,31,31,1,31,1,15,0,0,358,605,9,0,145,205073867964877,205073874442474,6.8662780000000003,6.5282710000000002,8.0000000000000007e-05,0.052217000000000624,205073867964817,205073874492968,0,0,1,0,0
476,7.9500002861022949,7.7160380000000002,0,11.025257,32,32,30,165561,0,0,389,1,0,185,1,3.2760479999999998,0.20693500000000001,31,31,1,31,1,15,0,0,358,605,9,0,145,205073877631139,205073885348991,8.0724680000000006,7.7694970000000003,0.00011,0.053348999999999869,205073877631069,205073885400456,0,0,1,0,0
477,7.9666671752929688,7.7925599999999999,0,11.420322000000001,32,32,30,165956,0,0,395,1,0,186,1,3.587968,0.22185199999999999,31,31,1,31,1,15,0,0,358,605,9,0,145,205073888661366,205073896455769,8.2010529999999999,7.8478830000000004,0.000101,0.055222000000000548,205073888661286,205073896509068,0,0,1,0,0
478,7.9833335876464844,7.7232519999999996,0,10.871852000000001,32,32,30,166344,0,0,388,1,0,185,1,3.119847,0.210841,31,31,1,31,1,15,0,0,358,605,9,0,145,205073900086045,205073907811010,8.0572990000000004,7.775468,0.0001,0.052116000000000717,205073900085975,205073907861323,0,0,1,0,0
479,8,7.7760790000000002,0,10.896668,32,32,30,166739,0,0,395,1,0,185,1,3.0838510000000001,0.230438,31,31,1,31,1,15,0,0,358,605,9,0,145,205073910962055,205073918739657,8.1229659999999999,7.8367620000000002,9.0000000000000006e-05,0.060592999999999897,205073910961985,205073918798587,0,0,1,0,0
480,8.016667366027832,6.39344,0,9.0275049999999997,32,32,30,167125,0,0,386,1,0,148,1,2.6053009999999999,0.202847,31,31,1,31,1,15,0,0,358,605,9,0,145,205073921862891,205073928257854,6.7038399999999996,6.4387340000000002,0.0001,0.045194000000000401,205073921862831,205073928301435,0,0,1,0,0
481,8.0333337783813477,6.3485670000000001,0,9.3656830000000006,32,32,30,167519,0,0,394,1,0,147,1,2.98685,0.202596,31,31,1,31,1,15,0,0,358,605,9,0,145,205073930902118,205073937252037,6.667656,6.4016149999999996,6.9999999999999994e-05,0.052977999999999525,205073930902058,205073937303563,0,0,1,0,0
482,8.0500001907348633,7.757104,0,10.754364000000001,32,32,30,167906,0,0,387,1,0,185,1,2.9637570000000002,0.20028199999999999,31,31,1,31,1,15,0,0,358,605,9,0,145,205073940272239,205073948030776,8.1431120000000004,7.8047430000000002,8.0000000000000007e-05,0.047559000000000573,205073940272169,205073948076802,0,0,1,0,0
483,8.0666675567626953,7.724704,0,10.375640000000001,32,32,30,168299,0,0,393,1,0,184,1,2.6271710000000001,0.21403800000000001,31,31,1,31,1,15,0,0,358,605,9,0,145,205073951030821,205073958756938,8.11252,7.7726629999999997,8.0000000000000007e-05,0.047879000000000005,205073951030761,205073958803324,0,0,1,0,0
484,8.0833339691162109,7.6671170000000002,0,10.71998,32,32,30,168690,0,0,391,1,0,184,1,3.0265439999999999,0.20704500000000001,31,31,1,31,1,15,0,0,358,605,9,0,145,205073961410128,205073969078658,8.0005749999999995,7.7149660000000004,9.0000000000000006e-05,0.047759000000000107,205073961410068,205073969124914,0,0,1,0,0
485,8.1000003814697266,7.8970950000000002,0,11.440689000000001,32,32,30,169087,0,0,397,1,0,188,1,3.50915,0.20260600000000001,31,31,1,31,1,15,0,0,358,605,9,0,145,205073972136219,205073980034927,8.2530160000000006,7.9432710000000002,0.00012,0.046056000000000097,205073972136149,205073980079319,0,0,1,0,0
486,8.1166667938232422,7.7720320000000003,0,10.76821,32,32,30,169477,0,0,390,1,0,184,1,2.9635370000000001,0.20208599999999999,31,31,1,31,1,15,0,0,358,605,9,0,145,205073983582199,205073991356184,8.1312390000000008,7.8162339999999997,0.00011,0.044091999999999132,205073983582128,205073991398262,0,0,1,0,0
487,8.1333341598510742,7.7034549999999999,0,10.900275000000001,32,32,30,169872,0,0,395,1,0,185,1,3.1638790000000001,0.19903000000000001,31,31,1,31,1,15,0,0,358,605,9,0,145,205073994354055,205074002058892,8.0454270000000001,7.7468250000000003,9.0000000000000006e-05,0.043280000000000207,205073994353995,205074002100730,0,0,1,0,0
488,8.1500005722045898,6.4462390000000003,0,9.4655489999999993,32,32,30,170262,0,0,390,1,0,150,1,2.9927709999999998,0.20635300000000001,31,31,1,31,1,15,0,0,358,605,9,0,145,205074005258858,205074011706800,6.7997170000000002,6.4984960000000003,8.0000000000000007e-05,0.052177000000000362,205074005258788,205074011757174,0,0,1,0,0
489,8.1666669845581055,7.6758740000000003,0,11.083285999999999,32,32,30,170658,0,0,396,1,0,182,1,3.3694310000000001,0.20416899999999999,31,31,1,31,1,15,0,0,358,605,9,0,145,205074014728395,205074022405761,8.0284899999999997,7.7243139999999997,8.1000000000000004e-05,0.048358999999999597,205074014728335,205074022452558,0,0,1,0,0
490,8.1833333969116211,7.8167650000000002,0,11.055173,32,32,30,171046,0,0,388,1,0,186,1,3.2045340000000002,0.21409700000000001,31,31,1,31,1,15,0,0,358,605,9,0,145,205074025816058,205074033634356,8.1883289999999995,7.8756839999999997,9.0000000000000006e-05,0.058828999999999354,205074025815988,205074033691532,0,0,1,0,0
491,8.2000007629394531,7.8365919999999996,0,10.866713000000001,32,32,30,171440,0,0,394,1,0,186,1,3.0036619999999998,0.20086300000000001,31,31,1,31,1,15,0,0,358,605,9,0,145,205074036875388,205074044713513,8.2398399999999992,7.887918,0.0001,0.05122600000000066,205074036875318,205074044763136,0,0,1,0,0
492,8.2166671752929688,6.4271830000000003,0,9.5500559999999997,32,32,30,171825,0,0,385,1,0,148,1,3.0886290000000001,0.205572,31,31,1,31,1,15,0,0,358,605,9,0,145,205074047746259,205074054174995,6.8101190000000003,6.4759630000000001,8.0000000000000007e-05,0.048700000000000188,205074047746199,205074054222052,0,0,1,0,0
493,8.2333335876464844,7.7598900000000004,0,10.952142,32,32,30,172217,0,0,392,1,0,185,1,3.1639390000000001,0.202567,31,31,1,31,1,15,0,0,358,605,9,0,145,205074057300453,205074065061965,8.1318319999999993,7.8056950000000001,0.0001,0.045704999999999885,205074057300392,205074065105987,0,0,1,0,0
494,8.25,7.7506930000000001,0,10.866282,32,32,30,172608,0,0,391,1,0,185,1,3.077839,0.215721,31,31,1,31,1,15,0,0,358,605,9,0,145,205074068256371,205074076008436,8.1547129999999992,7.8094510000000001,6.0000000000000002e-05,0.058697999999999695,205074068256311,205074076065652,0,0,1,0,0
495,8.266667366027832,6.4053129999999996,0,9.6948249999999998,32,32,30,173002,0,0,394,1,0,148,1,3.2513809999999999,0.20849699999999999,31,31,1,31,1,15,0,0,358,605,9,0,145,205074079127251,205074085534237,6.7675520000000002,6.462669,8.0000000000000007e-05,0.057276000000000771,205074079127181,205074085589730,0,0,1,0,0
496,8.2833337783813477,7.7290520000000003,0,10.458924,32,32,30,173391,0,0,389,1,0,185,1,2.6843880000000002,0.20207600000000001,31,31,1,31,1,15,0,0,358,605,9,0,145,205074088826084,205074096556799,8.0665469999999999,7.773695,0.0001,0.044542999999999999,205074088826014,205074096599609,0,0,1,0,0
497,8.3000001907348633,6.3813779999999998,0,9.5598539999999996,32,32,30,173787,0,0,396,1,0,149,1,3.1380720000000002,0.20802599999999999,31,31,1,31,1,15,0,0,358,605,9,0,145,205074099288705,205074105671426,6.7674099999999999,6.4627590000000001,9.0000000000000006e-05,0.081291000000000224,205074099288645,205074105751324,0,0,1,0,0
498,8.3166675567626953,6.4237669999999998,0,9.5440839999999998,32,32,30,174177,0,0,390,1,0,148,1,3.0795319999999999,0.21496899999999999,31,31,1,31,1,15,0,0,358,605,9,0,145,205074108852357,205074115277646,6.7889280000000003,6.5073220000000003,0.0001,0.083455000000000723,205074108852287,205074115359468,0,0,1,0,0
499,8.3333339691162109,7.7597889999999996,0,11.158274,32,32,30,174569,0,0,392,1,0,185,1,3.34205,0.202677,31,31,1,31,1,15,0,0,358,605,9,0,145,205074118400469,205074126161841,8.1315600000000003,7.8354900000000001,9.0000000000000006e-05,0.075611000000000317,205074118400399,205074126235809,0,0,1,0,0
500,8.3500003814697266,6.4700829999999998,0,9.9360529999999994,32,32,30,174958,0,0,389,1,0,148,1,3.4231009999999999,0.230489,31,31,1,31,1,15,0,0,358,605,9,0,145,205074129563803,205074136035719,6.8241990000000001,6.5629350000000004,0.00012,0.092732000000000703,205074129563723,205074136126548,0,0,1,0,0
501,8.3666667938232422,7.742858,0,11.237201000000001,32,32,30,175353,0,0,395,1,0,185,1,3.4528669999999999,0.21670300000000001,31,31,1,31,1,15,0,0,358,605,9,0,145,205074139504224,205074147248886,8.0654400000000006,7.8416519999999998,0.0001,0.098694000000000059,205074139504154,205074147345696,0,0,1,0,0
502,8.3833341598510742,7.8339470000000002,0,11.213305999999999,32,32,30,175740,0,0,387,1,0,185,1,3.3261609999999999,0.21327699999999999,31,31,1,31,1,15,0,0,358,605,9,0,145,205074150758748,205074158594308,8.1946729999999999,7.9274100000000001,0.0001,0.093363000000000085,205074150758668,205074158685998,0,0,1,0,0
503,8.4000005722045898,6.1500079999999997,0,9.421367,32,32,30,176134,0,0,394,1,0,141,1,3.2124990000000002,0.20666399999999999,31,31,1,31,1,15,0,0,358,605,9,0,145,205074161977084,205074168128815,6.4623879999999998,6.2261990000000003,0.00012,0.076071000000000666,205074161977004,205074168203093,0,0,1,0,0
504,8.4166669845581055,7.7555019999999999,0,11.000852,32,32,30,176525,0,0,391,1,0,185,1,3.1951670000000001,0.224166,31,31,1,31,1,15,0,0,358,605,9,0,145,205074171402569,205074179159633,8.0992770000000007,7.8582029999999996,9.0000000000000006e-05,0.10261099999999956,205074171402498,205074179260551,0,0,1,0,0
505,8.4333333969116211,7.7608819999999996,0,11.267568000000001,32,32,30,176921,0,0,396,1,0,185,1,3.4538679999999999,0.21032100000000001,31,31,1,31,1,15,0,0,358,605,9,0,145,205074182408119,205074190170534,8.1160580000000007,7.8466610000000001,0.0001,0.085679000000000727,205074182408059,205074190254600,0,0,1,0,0
506,8.4500007629394531,7.7456230000000001,0,11.008075,32,32,30,177311,0,0,390,1,0,184,1,3.2136110000000002,0.21652199999999999,31,31,1,31,1,15,0,0,358,605,9,0,145,205074193680726,205074201428173,8.1236230000000003,7.8363420000000001,0.00011,0.090608999999999718,205074193680646,205074201516848,0,0,1,0,0
507,8.4666671752929688,7.7694679999999998,0,10.991714999999999,32,32,30,177707,0,0,396,1,0,185,1,3.1778659999999999,0.207425,31,31,1,31,1,15,0,0,358,605,9,0,145,205074204693681,205074212464571,8.1607319999999994,7.8548859999999996,9.0000000000000006e-05,0.085327999999999626,205074204693621,205074212548387,0,0,1,0,0
508,8.4833335876464844,7.7424679999999997,0,10.631626000000001,32,32,30,178096,0,0,389,1,0,184,1,2.8459279999999998,0.20999100000000001,31,31,1,31,1,15,0,0,358,605,9,0,145,205074215690195,205074223434055,8.1408880000000003,7.8295089999999998,9.1000000000000003e-05,0.086949999999999861,205074215690125,205074223519503,0,0,1,0,0
509,8.5,6.5028439999999996,0,9.6344429999999992,32,32,30,178494,0,0,398,1,0,152,1,3.090773,0.20937900000000001,31,31,1,31,1,15,0,0,358,605,9,0,145,205074226325548,205074232829824,6.8497339999999998,6.5854980000000003,9.0000000000000006e-05,0.082564000000000526,205074226325487,205074232910885,0,0,1,0,0
510,8.516667366027832,7.7377589999999996,0,11.198209,32,32,30,178884,0,0,390,1,0,185,1,3.412992,0.219859,31,31,1,31,1,15,0,0,358,605,9,0,145,205074235963738,205074243702999,8.1257169999999999,7.8243299999999998,8.0000000000000007e-05,0.08649100000000054,205074235963677,205074243787907,0,0,1,0,0
511,8.5333337783813477,6.5780029999999998,0,11.972137,32,32,30,179277,0,0,393,1,0,151,1,5.3438100000000004,2.2161580000000001,31,31,1,31,1,15,0,0,358,605,9,0,145,205074247166274,205074253745820,6.9574100000000003,6.6598649999999999,0.0001,0.081762000000000334,205074247166214,205074253825969,0,0,1,0,0
512,8.5500001907348633,7.7566839999999999,0,11.125914,32,32,30,179663,0,0,386,1,0,185,1,3.327814,0.21367700000000001,31,31,1,31,1,15,0,0,358,605,9,0,145,205074259142639,205074266900876,8.1041369999999997,7.8329950000000004,9.0000000000000006e-05,0.076221000000000316,205074259142579,205074266975464,0,0,1,0,0
513,8.5666675567626953,7.7508119999999998,0,11.082523,32,32,30,180056,0,0,393,1,0,185,1,3.2836720000000001,0.21249399999999999,31,31,1,31,1,15,0,0,358,605,9,0,145,205074270273112,205074278025547,8.0695899999999998,7.8298690000000004,0.0001,0.078957000000000832,205074270273042,205074278102791,0,0,1,0,0
514,8.5833339691162109,7.7967279999999999,0,10.979161,32,32,30,180446,0,0,390,1,0,187,1,3.1368490000000002,0.213587,31,31,1,31,1,15,0,0,358,605,9,0,145,205074281360735,205074289159296,8.1217980000000001,7.8895900000000001,9.0000000000000006e-05,0.092772000000000077,205074281360655,205074289250085,0,0,1,0,0
515,8.6000003814697266,6.4088589999999996,0,9.849933,32,32,30,180841,0,0,395,1,0,148,1,3.39588,0.207816,31,31,1,31,1,15,0,0,358,605,9,0,145,205074292343744,205074298754196,6.7353019999999999,6.4862929999999999,9.0000000000000006e-05,0.077344000000000079,205074292343684,205074298829877,0,0,1,0,0
516,8.6166667938232422,7.7173499999999997,0,10.918158999999999,32,32,30,181230,0,0,389,1,0,185,1,3.1581480000000002,0.228825,31,31,1,31,1,15,0,0,358,605,9,0,145,205074302197685,205074309916568,8.0472929999999998,7.7942739999999997,9.1000000000000003e-05,0.076832999999999707,205074302197615,205074309991778,0,0,1,0,0
517,8.6333341598510742,6.4339449999999996,0,9.8200479999999999,32,32,30,181623,0,0,393,1,0,149,1,3.3336640000000002,0.21060100000000001,31,31,1,31,1,15,0,0,358,605,9,0,145,205074313119921,205074319555549,6.7997110000000003,6.5235830000000004,8.1000000000000004e-05,0.089557000000000997,205074313119861,205074319643353,0,0,1,0,0
518,8.6500005722045898,7.7521149999999999,0,11.06991,32,32,30,182012,0,0,389,1,0,186,1,3.2652079999999999,0.20765600000000001,31,31,1,31,1,15,0,0,358,605,9,0,145,205074322944046,205074330697794,8.1356409999999997,7.8326349999999998,0.0001,0.080420000000000158,205074322943986,205074330776510,0,0,1,0,0
519,8.6666669845581055,7.8293290000000004,0,11.141022,32,32,30,182407,0,0,395,1,0,186,1,3.268974,0.20854700000000001,31,31,1,31,1,15,0,0,358,605,9,0,145,205074334019106,205074341850238,8.2177170000000004,7.910018,9.0000000000000006e-05,0.080598999999999421,205074334019026,205074341928964,0,0,1,0,0
520,8.6833333969116211,7.710178,0,10.954316,32,32,30,182796,0,0,389,1,0,183,1,3.1952780000000001,0.214058,31,31,1,31,1,15,0,0,358,605,9,0,145,205074345164937,205074352876858,8.0726569999999995,7.807518,0.0001,0.097240000000000215,205074345164867,205074352972225,0,0,1,0,0
521,8.7000007629394531,7.6519490000000001,0,11.238303,32,32,30,183189,0,0,393,1,0,184,1,3.536321,0.211974,31,31,1,31,1,15,0,0,358,605,9,0,145,205074356123631,205074363777093,8.0099250000000008,7.7483880000000003,9.0000000000000006e-05,0.096349000000000018,205074356123561,205074363871799,0,0,1,0,0
522,8.7166671752929688,6.383953,0,9.7099229999999999,32,32,30,183581,0,0,392,1,0,148,1,3.2779919999999998,0.20923900000000001,31,31,1,31,1,15,0,0,358,605,9,0,145,205074367366573,205074373752119,6.7200189999999997,6.468229,0.0001,0.084176000000000251,205074367366503,205074373834612,0,0,1,0,0
523,8.7333335876464844,6.6582030000000003,0,9.9748049999999999,32,32,30,183975,0,0,394,1,0,154,1,3.2660689999999999,0.219498,31,31,1,31,1,15,0,0,358,605,9,0,145,205074377081325,205074383741311,7.0231870000000001,6.7487199999999996,0.00011,0.090406999999999016,205074377081245,205074383829865,0,0,1,0,0
524,8.75,7.8586130000000001,0,11.309115,32,32,30,184365,0,0,390,1,0,185,1,3.400719,0.20588300000000001,31,31,1,31,1,15,0,0,358,605,9,0,145,205074387060819,205074394921205,8.2099550000000008,7.9328709999999996,9.0000000000000006e-05,0.074167999999999346,205074387060739,205074394993520,0,0,1,0,0
525,8.766667366027832,7.6605549999999996,0,11.002264,32,32,30,184759,0,0,394,1,0,183,1,3.299782,0.20483000000000001,31,31,1,31,1,15,0,0,358,605,9,0,145,205074398375304,205074406037762,8.0120199999999997,7.7363150000000003,0.00011,0.075650000000000439,205074398375224,205074406111439,0,0,1,0,0
526,8.7833337783813477,7.7441000000000004,0,10.981526000000001,32,32,30,185145,0,0,386,1,0,183,1,3.1960190000000002,0.212676,31,31,1,31,1,15,0,0,358,605,9,0,145,205074409381686,205074417127289,8.1092180000000003,7.8197510000000001,8.0000000000000007e-05,0.075571000000000055,205074409381626,205074417201287,0,0,1,0,0
527,8.8000001907348633,7.8849520000000002,0,11.157202,32,32,30,185536,0,0,391,1,0,187,1,3.2275770000000001,0.20646400000000001,31,31,1,31,1,15,0,0,358,605,9,0,145,205074420367841,205074428254386,8.2968360000000008,7.9675149999999997,0.0001,0.082462999999999731,205074420367761,205074428335176,0,0,1,0,0
528,8.8166675567626953,7.777482,0,10.560294000000001,32,32,30,185922,0,0,386,1,0,185,1,2.738289,0.20438899999999999,31,31,1,31,1,15,0,0,358,605,9,0,145,205074431529872,205074439309108,8.1152859999999993,7.8496360000000003,9.0000000000000006e-05,0.072064000000000128,205074431529802,205074439379338,0,0,1,0,0
529,8.8333339691162109,7.712682,0,10.964715,32,32,30,186315,0,0,393,1,0,184,1,3.2102349999999999,0.20495099999999999,31,31,1,31,1,15,0,0,358,605,9,0,145,205074442108720,205074449822935,8.0070440000000005,7.794454,8.0000000000000007e-05,0.08169200000000032,205074442108650,205074449903024,0,0,1,0,0
530,8.8500003814697266,7.7189430000000003,0,10.874988,32,32,30,186700,0,0,385,1,0,185,1,3.1094080000000002,0.20422999999999999,31,31,1,31,1,15,0,0,358,605,9,0,145,205074453078104,205074460798690,8.0536779999999997,7.7924800000000003,9.0000000000000006e-05,0.073446999999999818,205074453078034,205074460870424,0,0,1,0,0
531,8.8666667938232422,6.4089790000000004,0,9.6496709999999997,32,32,30,187094,0,0,394,1,0,148,1,3.2064180000000002,0.211173,31,31,1,31,1,15,0,0,358,605,9,0,145,205074463956959,205074470367431,6.775226,6.4941370000000003,8.0000000000000007e-05,0.085078000000000209,205074463956889,205074470450946,0,0,1,0,0
532,8.8833341598510742,7.6557560000000002,0,10.680465999999999,32,32,30,187483,0,0,389,1,0,184,1,2.9905870000000001,0.20636299999999999,31,31,1,31,1,15,0,0,358,605,9,0,145,205074473610788,205074481268207,8.0127640000000007,7.7077419999999996,0.00011,0.051875999999999145,205074473610718,205074481318330,0,0,1,0,0
